gene_id,gene_name,OG,in_orthogroup
YMR316C-A,NA,NA,FALSE
YMR317W,NA,NA,FALSE
YMR320W,NA,NA,FALSE
YMR323W,ERR3,NA,FALSE
YNL300W,TOS6,NA,FALSE
YNCN0001W,SNR40,NA,FALSE
YNCN0002C,SUF6,NA,FALSE
YNCN0003W,NA,NA,FALSE
YNCN0004W,NA,NA,FALSE
YNL277W-A,NA,NA,FALSE
YNL269W,BSC4,NA,FALSE
YNCN0005C,SNR19,NA,FALSE
YNL204C,SPS18,NA,FALSE
YNL196C,SLZ1,NA,FALSE
YNL184C,NA,NA,FALSE
YNL155C-A,NA,NA,FALSE
YNL146C-A,NA,NA,FALSE
YNL146W,NA,NA,FALSE
YNL143C,NA,NA,FALSE
YNL140C,NA,NA,FALSE
YNCN0006W,NA,NA,FALSE
YNL130C-A,DGR1,NA,FALSE
YNL097C-B,PLS1,NA,FALSE
YNCN0007W,NA,NA,FALSE
YNL093W,YPT53,NA,FALSE
YNL067W-B,NA,NA,FALSE
YNCN0008C,NA,NA,FALSE
YNL046W,NA,NA,FALSE
YNCN0009W,NA,NA,FALSE
YNL042W-B,NA,NA,FALSE
YNL040C-A,NA,NA,FALSE
YNCN0010C,NA,NA,FALSE
YNCN0011W,NA,NA,FALSE
YNCN0012C,NA,NA,FALSE
YNL034W,NA,NA,FALSE
YNL033W,NA,NA,FALSE
YNCN0013W,NME1,NA,FALSE
YNCN0014W,SNR66,NA,FALSE
YNL019C,NA,NA,FALSE
YNL018C,NA,NA,FALSE
YNCN0015W,NA,NA,FALSE
YNCN0016C,SUF10,NA,FALSE
YNCN0017W,NA,NA,FALSE
YNR004W,SWM2,NA,FALSE
YNR028W,CPR8,NA,FALSE
YNCN0018W,SNR49,NA,FALSE
YNCN0019C,SNR191,NA,FALSE
YNCN0020C,NA,NA,FALSE
YNR056C,BIO5,NA,FALSE
YNR061C,NA,NA,FALSE
YNR062C,PUL3,NA,FALSE
YNR073C,MAN2,NA,FALSE
YOL164W-A,NA,NA,FALSE
YOL164W,BDS1,NA,FALSE
YOL160W,NA,NA,FALSE
YOL159C-A,NA,NA,FALSE
YOL159C,CSS3,NA,FALSE
YOL158C,ENB1,NA,FALSE
YOL155W-A,NA,NA,FALSE
YOL153C,NA,NA,FALSE
YOL131W,NA,NA,FALSE
YOL128C,YGK3,NA,FALSE
YOL118C,NA,NA,FALSE
YOL109W,ZEO1,NA,FALSE
YNCO0001C,SUF1,NA,FALSE
YNCO0002W,NA,NA,FALSE
YNCO0003C,SNR58,NA,FALSE
YOL097W-A,NA,NA,FALSE
YOL091W,SPO21,NA,FALSE
YOL085C,NA,NA,FALSE
YOL083W,ATG34,NA,FALSE
YOL082W,ATG19,NA,FALSE
YNCO0004C,NA,NA,FALSE
YNCO0005W,NA,NA,FALSE
YNCO0006W,SNR81,NA,FALSE
YOL038C-A,NA,NA,FALSE
YNCO0007W,SNR50,NA,FALSE
YNCO0008W,NA,NA,FALSE
YOL024W,NA,NA,FALSE
YNCO0009W,SUF17,NA,FALSE
YNCO0010W,SUP3,NA,FALSE
YOL019W-A,NA,NA,FALSE
YOL014W,NA,NA,FALSE
YNCO0011W,NA,NA,FALSE
YOL008W,COQ10,NA,FALSE
YNCO0012C,NA,NA,FALSE
YOR008C-A,NA,NA,FALSE
YNCO0013C,NA,NA,FALSE
YOR011W-A,NA,NA,FALSE
YOR012W,NA,NA,FALSE
YOR015W,NA,NA,FALSE
YOR029W,NA,NA,FALSE
YOR031W,CRS5,NA,FALSE
YOR032W-A,NA,NA,FALSE
YOR034C-A,NA,NA,FALSE
YNCO0014C,SNR9,NA,FALSE
YNCO0015C,SNR62,NA,FALSE
YNCO0016W,NA,NA,FALSE
YOR068C,VAM10,NA,FALSE
YOR072W,NA,NA,FALSE
YNCO0017W,SUF11,NA,FALSE
YOR072W-B,NA,NA,FALSE
YOR076C,SKI7,NA,FALSE
YNCO0018W,NA,NA,FALSE
YOR105W,NA,NA,FALSE
YNCO0019W,NA,NA,FALSE
YNCO0020C,SUF5,NA,FALSE
YOR152C,ATG40,NA,FALSE
YOR161C-C,NA,NA,FALSE
YNCO0021C,NA,NA,FALSE
YOR177C,MPC54,NA,FALSE
YOR183W,FYV12,NA,FALSE
YNCO0022C,SNR36,NA,FALSE
YOR186W,NA,NA,FALSE
YNCO0023W,IMT1,NA,FALSE
YOR193W,PEX27,NA,FALSE
YOR214C,SPR2,NA,FALSE
YNCO0024C,SNR35,NA,FALSE
YOR235W,IRC13,NA,FALSE
YNCO0025W,SNR17A,NA,FALSE
YOR247W,SRL1,NA,FALSE
YOR268C,NA,NA,FALSE
YNCO0026W,SNR8,NA,FALSE
YNCO0027C,SNR31,NA,FALSE
YNCO0028W,SNR5,NA,FALSE
YOR284W,HUA2,NA,FALSE
YNCO0029C,NA,NA,FALSE
YOR293C-A,NA,NA,FALSE
YOR314W,NA,NA,FALSE
YOR316C-A,NA,NA,FALSE
YOR343C,NA,NA,FALSE
YNCO0030W,EMT2,NA,FALSE
YNCO0031W,NA,NA,FALSE
YOR347C,PYK2,NA,FALSE
YOR365C,NA,NA,FALSE
YOR376W,NA,NA,FALSE
YOR376W-A,NA,NA,FALSE
YOR381W-A,NA,NA,FALSE
YOR382W,FIT2,NA,FALSE
YOR387C,NA,NA,FALSE
YOR393W,ERR1,NA,FALSE
YOR394C-A,NA,NA,FALSE
YPL281C,ERR2,NA,FALSE
YPL276W,NA,NA,FALSE
YPL275W,FDH2,NA,FALSE
YPL261C,NA,NA,FALSE
YNCP0025W,SUT390,NA,FALSE
YNCP0001C,NA,NA,FALSE
YPL257W,NA,NA,FALSE
YNCP0002W,NA,NA,FALSE
YPL223C,GRE1,NA,FALSE
YPL200W,CSM4,NA,FALSE
YNCP0003W,SNR59,NA,FALSE
YPL192C,PRM3,NA,FALSE
YPL189W,GUP2,NA,FALSE
YNCP0004C,NA,NA,FALSE
YPL163C,SVS1,NA,FALSE
YPL152W-A,NA,NA,FALSE
YNCP0005C,SNR17B,NA,FALSE
YPL124W,SPC29,NA,FALSE
YPL119C-A,NA,NA,FALSE
YNCP0006C,IMT2,NA,FALSE
YPL080C,NA,NA,FALSE
YPL062W,NA,NA,FALSE
YNCP0007C,NA,NA,FALSE
YPL056C,LCL1,NA,FALSE
YPL053C,KTR6,NA,FALSE
YPL038W-A,NA,NA,FALSE
YPL027W,SMA1,NA,FALSE
YPL017C,IRC15,NA,FALSE
YNCP0008C,NA,NA,FALSE
YNCP0009W,NA,NA,FALSE
YNCP0010W,NA,NA,FALSE
YPR014C,NA,NA,FALSE
YNCP0026W,SUT418,NA,FALSE
YPR027C,NA,NA,FALSE
YNCP0011C,NA,NA,FALSE
YPR038W,IRC16,NA,FALSE
YPR053C,NA,NA,FALSE
YPR064W,NA,NA,FALSE
YPR071W,NA,NA,FALSE
YNCP0012W,SUP16,NA,FALSE
YPR078C,NA,NA,FALSE
YPR081C,GRS2,NA,FALSE
YNCP0013C,SNR51,NA,FALSE
YNCP0014C,SNR70,NA,FALSE
YNCP0015C,SNR41,NA,FALSE
YPR096C,NA,NA,FALSE
YNCP0016W,NA,NA,FALSE
YNCP0017C,NA,NA,FALSE
YNCP0018C,NA,NA,FALSE
YPR134W,MSS18,NA,FALSE
YNCP0019W,NA,NA,FALSE
YNCP0020W,NA,NA,FALSE
YNCP0021W,SNR45,NA,FALSE
YPR145C-A,NA,NA,FALSE
YNCP0022W,NA,NA,FALSE
YPR159C-A,NA,NA,FALSE
YNCP0023W,NA,NA,FALSE
YNCP0024C,NA,NA,FALSE
YPR195C,NA,NA,FALSE
YPR199C,ARR1,NA,FALSE
tP(UGG)Q,NA,NA,FALSE
Q0020,15S_RRNA,NA,FALSE
tW(UCA)Q,NA,NA,FALSE
Q0050,AI1,NA,FALSE
Q0055,AI2,NA,FALSE
Q0060,AI3,NA,FALSE
Q0065,AI4,NA,FALSE
Q0070,AI5_ALPHA,NA,FALSE
Q0045,COX1,NA,FALSE
Q0075,AI5_BETA,NA,FALSE
Q0080,ATP8,NA,FALSE
Q0085,ATP6,NA,FALSE
tE(UUC)Q,NA,NA,FALSE
Q0110,BI2,NA,FALSE
Q0115,BI3,NA,FALSE
Q0120,BI4,NA,FALSE
Q0105,COB,NA,FALSE
Q0130,OLI1,NA,FALSE
tS(UGA)Q2,NA,NA,FALSE
Q0140,VAR1,NA,FALSE
Q0158,21S_RRNA,NA,FALSE
Q0160,SCEI,NA,FALSE
tT(UGU)Q1,NA,NA,FALSE
tC(GCA)Q,NA,NA,FALSE
tH(GUG)Q,NA,NA,FALSE
tL(UAA)Q,NA,NA,FALSE
tQ(UUG)Q,NA,NA,FALSE
tK(UUU)Q,NA,NA,FALSE
tR(UCU)Q1,NA,NA,FALSE
tG(UCC)Q,NA,NA,FALSE
tD(GUC)Q,NA,NA,FALSE
tS(GCU)Q1,NA,NA,FALSE
tR(ACG)Q2,NA,NA,FALSE
tA(UGC)Q,NA,NA,FALSE
tI(GAU)Q,NA,NA,FALSE
tY(GUA)Q,NA,NA,FALSE
tN(GUU)Q,NA,NA,FALSE
tM(CAU)Q1,NA,NA,FALSE
Q0250,COX2,NA,FALSE
Q0255,NA,NA,FALSE
tF(GAA)Q,NA,NA,FALSE
tT(UAG)Q2,NA,NA,FALSE
tV(UAC)Q,NA,NA,FALSE
Q0275,COX3,NA,FALSE
tM(CAU)Q2,NA,NA,FALSE
Q0285,RPM1,NA,FALSE
