From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Ontology (biological process)	Gene Ontology (cellular component)	Gene Ontology (molecular function)	Gene Ontology (GO)	Gene Ontology IDs
KLLA0_B13860g	Q6CV91	unreviewed	Q6CV91_KLULA	DNA-directed RNA polymerase I subunit RPA12	KLLA0_B13860g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	160	termination of RNA polymerase I transcription [GO:0006363]	RNA polymerase I complex [GO:0005736]	DNA-directed RNA polymerase activity [GO:0003899]; nucleic acid binding [GO:0003676]; zinc ion binding [GO:0008270]	RNA polymerase I complex [GO:0005736]; DNA-directed RNA polymerase activity [GO:0003899]; nucleic acid binding [GO:0003676]; zinc ion binding [GO:0008270]; termination of RNA polymerase I transcription [GO:0006363]	GO:0003676; GO:0003899; GO:0005736; GO:0006363; GO:0008270
KLLA0_B13926g	Q6CV88	unreviewed	Q6CV88_KLULA	KLLA0B13926p	KLLA0_B13926g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	539	thiamine biosynthetic process [GO:0009228]	cytosol [GO:0005829]	hydroxymethylpyrimidine kinase activity [GO:0008902]; phosphomethylpyrimidine kinase activity [GO:0008972]	cytosol [GO:0005829]; hydroxymethylpyrimidine kinase activity [GO:0008902]; phosphomethylpyrimidine kinase activity [GO:0008972]; thiamine biosynthetic process [GO:0009228]	GO:0005829; GO:0008902; GO:0008972; GO:0009228
KLLA0_B14817g	Q6CV48	unreviewed	Q6CV48_KLULA	KLLA0B14817p	KLLA0_B14817g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	131		cytosol [GO:0005829]	deaminase activity [GO:0019239]	cytosol [GO:0005829]; deaminase activity [GO:0019239]	GO:0005829; GO:0019239
KLLA0_C00506g	Q6CV23	unreviewed	Q6CV23_KLULA	KRR1 small subunit processome component (KRR-R motif-containing protein 1)	KLLA0_C00506g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	330	rRNA processing [GO:0006364]	nucleolus [GO:0005730]; small-subunit processome [GO:0032040]	RNA binding [GO:0003723]	nucleolus [GO:0005730]; small-subunit processome [GO:0032040]; RNA binding [GO:0003723]; rRNA processing [GO:0006364]	GO:0003723; GO:0005730; GO:0006364; GO:0032040
KLLA0_C00528g	Q6CV22	unreviewed	Q6CV22_KLULA	KLLA0C00528p	KLLA0_C00528g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	116					
KLLA0_C01210g	Q6CUZ0	unreviewed	Q6CUZ0_KLULA	KLLA0C01210p	KLLA0_C01210g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	496	positive regulation of translation [GO:0045727]	cytoplasmic stress granule [GO:0010494]; cytosol [GO:0005829]	RNA binding [GO:0003723]	cytoplasmic stress granule [GO:0010494]; cytosol [GO:0005829]; RNA binding [GO:0003723]; positive regulation of translation [GO:0045727]	GO:0003723; GO:0005829; GO:0010494; GO:0045727
KLLA0_C01276g	Q6CUY7	unreviewed	Q6CUY7_KLULA	KLLA0C01276p	KLLA0_C01276g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	373		side of membrane [GO:0098552]		side of membrane [GO:0098552]	GO:0098552
KLLA0_C01496g	Q6CUX7	unreviewed	Q6CUX7_KLULA	KLLA0C01496p	KLLA0_C01496g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	456		extracellular region [GO:0005576]		extracellular region [GO:0005576]	GO:0005576
KLLA0_C01782g	Q6CUW4	unreviewed	Q6CUW4_KLULA	S-adenosylmethionine synthase (EC 2.5.1.6)	KLLA0_C01782g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	384	one-carbon metabolic process [GO:0006730]; S-adenosylmethionine biosynthetic process [GO:0006556]		ATP binding [GO:0005524]; metal ion binding [GO:0046872]; methionine adenosyltransferase activity [GO:0004478]	ATP binding [GO:0005524]; metal ion binding [GO:0046872]; methionine adenosyltransferase activity [GO:0004478]; one-carbon metabolic process [GO:0006730]; S-adenosylmethionine biosynthetic process [GO:0006556]	GO:0004478; GO:0005524; GO:0006556; GO:0006730; GO:0046872
KLLA0_C02123g	Q6CUU8	unreviewed	Q6CUU8_KLULA	KLLA0C02123p	KLLA0_C02123g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	559	monoatomic anion transport [GO:0006820]; monoatomic ion homeostasis [GO:0050801]	fungal-type vacuole [GO:0000324]; plasma membrane [GO:0005886]	borate efflux transmembrane transporter activity [GO:0080139]; solute:inorganic anion antiporter activity [GO:0005452]	fungal-type vacuole [GO:0000324]; plasma membrane [GO:0005886]; borate efflux transmembrane transporter activity [GO:0080139]; solute:inorganic anion antiporter activity [GO:0005452]; monoatomic anion transport [GO:0006820]; monoatomic ion homeostasis [GO:0050801]	GO:0000324; GO:0005452; GO:0005886; GO:0006820; GO:0050801; GO:0080139
KLLA0_C02365g	Q6CUT7	unreviewed	Q6CUT7_KLULA	KLLA0C02365p	KLLA0_C02365g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	579		membrane [GO:0016020]	amino acid transmembrane transporter activity [GO:0015171]	membrane [GO:0016020]; amino acid transmembrane transporter activity [GO:0015171]	GO:0015171; GO:0016020
KLLA0_C02959g	Q6CUR0	unreviewed	Q6CUR0_KLULA	KLLA0C02959p	KLLA0_C02959g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	412	DNA-templated transcription [GO:0006351]	DNA-directed RNA polymerase complex [GO:0000428]; nucleolus [GO:0005730]	DNA binding [GO:0003677]	DNA-directed RNA polymerase complex [GO:0000428]; nucleolus [GO:0005730]; DNA binding [GO:0003677]; DNA-templated transcription [GO:0006351]	GO:0000428; GO:0003677; GO:0005730; GO:0006351
KLLA0_C03432g	Q6CUP0	unreviewed	Q6CUP0_KLULA	Aconitate hydratase, mitochondrial (Aconitase) (EC 4.2.1.-)	KLLA0_C03432g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	795	tricarboxylic acid cycle [GO:0006099]	cytosol [GO:0005829]; mitochondrion [GO:0005739]	4 iron, 4 sulfur cluster binding [GO:0051539]; aconitate hydratase activity [GO:0003994]; metal ion binding [GO:0046872]	cytosol [GO:0005829]; mitochondrion [GO:0005739]; 4 iron, 4 sulfur cluster binding [GO:0051539]; aconitate hydratase activity [GO:0003994]; metal ion binding [GO:0046872]; tricarboxylic acid cycle [GO:0006099]	GO:0003994; GO:0005739; GO:0005829; GO:0006099; GO:0046872; GO:0051539
KLLA0_C03454g	Q6CUN9	unreviewed	Q6CUN9_KLULA	KLLA0C03454p	KLLA0_C03454g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	900	phosphate ion transport [GO:0006817]; polyphosphate metabolic process [GO:0006797]	plasma membrane [GO:0005886]	phosphate transmembrane transporter activity [GO:0005315]	plasma membrane [GO:0005886]; phosphate transmembrane transporter activity [GO:0005315]; phosphate ion transport [GO:0006817]; polyphosphate metabolic process [GO:0006797]	GO:0005315; GO:0005886; GO:0006797; GO:0006817
KLLA0_C03762g	Q6CUM5	unreviewed	Q6CUM5_KLULA	KLLA0C03762p	KLLA0_C03762g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	306		membrane [GO:0016020]		membrane [GO:0016020]	GO:0016020
KLLA0_C04389g	Q6CUJ6	unreviewed	Q6CUJ6_KLULA	rRNA 2'-O-methyltransferase fibrillarin (Histone-glutamine methyltransferase)	KLLA0_C04389g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	335	box C/D sno(s)RNA 3'-end processing [GO:0000494]	box C/D methylation guide snoRNP complex [GO:0031428]; nucleolus [GO:0005730]; small-subunit processome [GO:0032040]	histone H2AQ104 methyltransferase activity [GO:1990259]; RNA binding [GO:0003723]; rRNA methyltransferase activity [GO:0008649]	box C/D methylation guide snoRNP complex [GO:0031428]; nucleolus [GO:0005730]; small-subunit processome [GO:0032040]; histone H2AQ104 methyltransferase activity [GO:1990259]; RNA binding [GO:0003723]; rRNA methyltransferase activity [GO:0008649]; box C/D sno(s)RNA 3'-end processing [GO:0000494]	GO:0000494; GO:0003723; GO:0005730; GO:0008649; GO:0031428; GO:0032040; GO:1990259
KLLA0_C04928g	Q6CUG9	unreviewed	Q6CUG9_KLULA	KLLA0C04928p	KLLA0_C04928g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	174					
KLLA0_C05852g	Q6CUD1	unreviewed	Q6CUD1_KLULA	KLLA0C05852p	KLLA0_C05852g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	482	nucleolar large rRNA transcription by RNA polymerase I [GO:0042790]	RNA polymerase I core factor complex [GO:0070860]	RNA polymerase I core promoter sequence-specific DNA binding [GO:0001164]; RNA polymerase I general transcription initiation factor activity [GO:0001181]; TBP-class protein binding [GO:0017025]	RNA polymerase I core factor complex [GO:0070860]; RNA polymerase I core promoter sequence-specific DNA binding [GO:0001164]; RNA polymerase I general transcription initiation factor activity [GO:0001181]; TBP-class protein binding [GO:0017025]; nucleolar large rRNA transcription by RNA polymerase I [GO:0042790]	GO:0001164; GO:0001181; GO:0017025; GO:0042790; GO:0070860
KLLA0_C05984g	Q6CUC5	unreviewed	Q6CUC5_KLULA	KLLA0C05984p	KLLA0_C05984g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	364	endonucleolytic cleavage of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000479]	nucleolus [GO:0005730]	RNA endonuclease activity [GO:0004521]	nucleolus [GO:0005730]; RNA endonuclease activity [GO:0004521]; endonucleolytic cleavage of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000479]	GO:0000479; GO:0004521; GO:0005730
KLLA0_C07799g	Q6CU42	unreviewed	Q6CU42_KLULA	KLLA0C07799p	KLLA0_C07799g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	129		endomembrane system [GO:0012505]; fungal-type vacuole membrane [GO:0000329]; vacuolar transporter chaperone complex [GO:0033254]		endomembrane system [GO:0012505]; fungal-type vacuole membrane [GO:0000329]; vacuolar transporter chaperone complex [GO:0033254]	GO:0000329; GO:0012505; GO:0033254
KLLA0_C07865g	Q6CU39	unreviewed	Q6CU39_KLULA	KLLA0C07865p	KLLA0_C07865g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	659		membrane [GO:0016020]		membrane [GO:0016020]	GO:0016020
KLLA0_C08547g	Q6CU08	unreviewed	Q6CU08_KLULA	Ribosome assembly protein 4 (Notchless protein homolog 1) (Ribosome biogenesis factor RSA4)	KLLA0_C08547g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	515	ribosomal large subunit assembly [GO:0000027]	nucleolus [GO:0005730]		nucleolus [GO:0005730]; ribosomal large subunit assembly [GO:0000027]	GO:0000027; GO:0005730
KLLA0_C08976g	Q6CTZ0	unreviewed	Q6CTZ0_KLULA	KLLA0C08976p	KLLA0_C08976g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	911	maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000462]; ribosomal small subunit assembly [GO:0000028]	Pwp2p-containing subcomplex of 90S preribosome [GO:0034388]; small-subunit processome [GO:0032040]		Pwp2p-containing subcomplex of 90S preribosome [GO:0034388]; small-subunit processome [GO:0032040]; maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000462]; ribosomal small subunit assembly [GO:0000028]	GO:0000028; GO:0000462; GO:0032040; GO:0034388
KLLA0_C09262g	Q6CTX7	unreviewed	Q6CTX7_KLULA	U three protein 7	KLLA0_C09262g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	558	maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000462]	90S preribosome [GO:0030686]; nucleolus [GO:0005730]; small-subunit processome [GO:0032040]		90S preribosome [GO:0030686]; nucleolus [GO:0005730]; small-subunit processome [GO:0032040]; maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000462]	GO:0000462; GO:0005730; GO:0030686; GO:0032040
KLLA0_C10406g	Q6CTS6	unreviewed	Q6CTS6_KLULA	KLLA0C10406p	KLLA0_C10406g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	339	lipid biosynthetic process [GO:0008610]	membrane [GO:0016020]	iron ion binding [GO:0005506]; oxidoreductase activity [GO:0016491]	membrane [GO:0016020]; iron ion binding [GO:0005506]; oxidoreductase activity [GO:0016491]; lipid biosynthetic process [GO:0008610]	GO:0005506; GO:0008610; GO:0016020; GO:0016491
KLLA0_C10681g	Q6CTR4	unreviewed	Q6CTR4_KLULA	KLLA0C10681p	KLLA0_C10681g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	422	box C/D snoRNP assembly [GO:0000492]; maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000463]; snoRNA localization [GO:0048254]	nucleus [GO:0005634]; pre-snoRNP complex [GO:0070761]	zinc ion binding [GO:0008270]	nucleus [GO:0005634]; pre-snoRNP complex [GO:0070761]; zinc ion binding [GO:0008270]; box C/D snoRNP assembly [GO:0000492]; maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000463]; snoRNA localization [GO:0048254]	GO:0000463; GO:0000492; GO:0005634; GO:0008270; GO:0048254; GO:0070761
KLLA0_C11495g	Q6CTM6	unreviewed	Q6CTM6_KLULA	KLLA0C11495p	KLLA0_C11495g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	445			RNA binding [GO:0003723]	RNA binding [GO:0003723]	GO:0003723
KLLA0_C11539g	Q6CTM4	unreviewed	Q6CTM4_KLULA	KLLA0C11539p	KLLA0_C11539g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	303					
KLLA0_C11847g	Q6CTL0	unreviewed	Q6CTL0_KLULA	Ribosomal RNA-processing protein 8 (EC 2.1.1.-)	KLLA0_C11847g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	377	ribosomal large subunit biogenesis [GO:0042273]	nucleolus [GO:0005730]	rRNA (adenine) methyltransferase activity [GO:0016433]	nucleolus [GO:0005730]; rRNA (adenine) methyltransferase activity [GO:0016433]; ribosomal large subunit biogenesis [GO:0042273]	GO:0005730; GO:0016433; GO:0042273
KLLA0_C11913g	Q6CTK7	unreviewed	Q6CTK7_KLULA	KLLA0C11913p	KLLA0_C11913g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	529		plasma membrane [GO:0005886]	spermidine transmembrane transporter activity [GO:0015606]	plasma membrane [GO:0005886]; spermidine transmembrane transporter activity [GO:0015606]	GO:0005886; GO:0015606
KLLA0_C11979g	Q6CTK4	unreviewed	Q6CTK4_KLULA	KLLA0C11979p	KLLA0_C11979g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	261	rRNA processing [GO:0006364]	nucleus [GO:0005634]; preribosome, small subunit precursor [GO:0030688]		nucleus [GO:0005634]; preribosome, small subunit precursor [GO:0030688]; rRNA processing [GO:0006364]	GO:0005634; GO:0006364; GO:0030688
KLLA0_C12331g	Q6CTJ1	unreviewed	Q6CTJ1_KLULA	KLLA0C12331p	KLLA0_C12331g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	662	negative regulation of gene expression [GO:0010629]; regulation of biological quality [GO:0065008]; regulation of translation [GO:0006417]	nucleolus [GO:0005730]	mRNA binding [GO:0003729]	nucleolus [GO:0005730]; mRNA binding [GO:0003729]; negative regulation of gene expression [GO:0010629]; regulation of biological quality [GO:0065008]; regulation of translation [GO:0006417]	GO:0003729; GO:0005730; GO:0006417; GO:0010629; GO:0065008
KLLA0_C12441g	Q6CTI6	unreviewed	Q6CTI6_KLULA	KLLA0C12441p	KLLA0_C12441g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	315	intracellular zinc ion homeostasis [GO:0006882]	membrane [GO:0016020]	metal ion binding [GO:0046872]; signaling receptor activity [GO:0038023]	membrane [GO:0016020]; metal ion binding [GO:0046872]; signaling receptor activity [GO:0038023]; intracellular zinc ion homeostasis [GO:0006882]	GO:0006882; GO:0016020; GO:0038023; GO:0046872
KLLA0_C14564g	Q6CT87	unreviewed	Q6CT87_KLULA	KLLA0C14564p	KLLA0_C14564g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	165					
KLLA0_C14586g	Q6CT86	unreviewed	Q6CT86_KLULA	KLLA0C14586p	KLLA0_C14586g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	474	ribosomal large subunit assembly [GO:0000027]; rRNA processing [GO:0006364]	nucleolus [GO:0005730]; preribosome, large subunit precursor [GO:0030687]	rRNA binding [GO:0019843]	nucleolus [GO:0005730]; preribosome, large subunit precursor [GO:0030687]; rRNA binding [GO:0019843]; ribosomal large subunit assembly [GO:0000027]; rRNA processing [GO:0006364]	GO:0000027; GO:0005730; GO:0006364; GO:0019843; GO:0030687
KLLA0_C15741g	Q6CT36	unreviewed	Q6CT36_KLULA	KLLA0C15741p	KLLA0_C15741g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	305					
KLLA0_C16225g	Q6CT14	unreviewed	Q6CT14_KLULA	KLLA0C16225p	KLLA0_C16225g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	185					
KLLA0_C16379g	Q6CT07	unreviewed	Q6CT07_KLULA	KLLA0C16379p	KLLA0_C16379g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	404	tRNA transcription by RNA polymerase III [GO:0042797]	RNA polymerase III complex [GO:0005666]	DNA binding [GO:0003677]	RNA polymerase III complex [GO:0005666]; DNA binding [GO:0003677]; tRNA transcription by RNA polymerase III [GO:0042797]	GO:0003677; GO:0005666; GO:0042797
KLLA0_C16401g	Q6CT06	unreviewed	Q6CT06_KLULA	KLLA0C16401p	KLLA0_C16401g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	612	maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000462]	nucleolus [GO:0005730]; small-subunit processome [GO:0032040]		nucleolus [GO:0005730]; small-subunit processome [GO:0032040]; maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000462]	GO:0000462; GO:0005730; GO:0032040
KLLA0_C17182g	Q6CSX1	unreviewed	Q6CSX1_KLULA	KLLA0C17182p	KLLA0_C17182g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	710	cell wall mannoprotein biosynthetic process [GO:0000032]; protein N-linked glycosylation [GO:0006487]; protein O-linked glycosylation [GO:0006493]	Golgi apparatus [GO:0005794]; membrane [GO:0016020]	alpha-1,2-mannosyltransferase activity [GO:0000026]	Golgi apparatus [GO:0005794]; membrane [GO:0016020]; alpha-1,2-mannosyltransferase activity [GO:0000026]; cell wall mannoprotein biosynthetic process [GO:0000032]; protein N-linked glycosylation [GO:0006487]; protein O-linked glycosylation [GO:0006493]	GO:0000026; GO:0000032; GO:0005794; GO:0006487; GO:0006493; GO:0016020
KLLA0_C17237g	B5FV64	unreviewed	B5FV64_KLULA	KLLA0C17237p	KLLA0_C17237g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	81					
KLLA0_C17556g	Q6CSV5	unreviewed	Q6CSV5_KLULA	Translation initiation factor RLI1 (ATP-binding cassette sub-family E member RLI1)	KLLA0_C17556g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	607			ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]	GO:0005524; GO:0016887
KLLA0_C18117g	Q6CST3	unreviewed	Q6CST3_KLULA	KLLA0C18117p	KLLA0_C18117g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	74					
KLLA0_C18744g	Q6CSQ4	unreviewed	Q6CSQ4_KLULA	Saccharopine dehydrogenase [NADP(+), L-glutamate-forming] (EC 1.5.1.10) (Saccharopine reductase)	KLLA0_C18744g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	445	lysine biosynthetic process via aminoadipic acid [GO:0019878]	cytoplasm [GO:0005737]	saccharopine dehydrogenase activity [GO:0004753]	cytoplasm [GO:0005737]; saccharopine dehydrogenase activity [GO:0004753]; lysine biosynthetic process via aminoadipic acid [GO:0019878]	GO:0004753; GO:0005737; GO:0019878
KLLA0_C19206g	Q6CSN2	reviewed	PUL2_KLULA	Cytochrome P450 monooxygenase PUL2 (EC 1.-.-.-) (Pulcherrimin biosynthesis cluster protein 2)	PUL2 KLLA0_C19206g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	511	secondary metabolite biosynthetic process [GO:0044550]	membrane [GO:0016020]	heme binding [GO:0020037]; iron ion binding [GO:0005506]; monooxygenase activity [GO:0004497]; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen [GO:0016705]	membrane [GO:0016020]; heme binding [GO:0020037]; iron ion binding [GO:0005506]; monooxygenase activity [GO:0004497]; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen [GO:0016705]; secondary metabolite biosynthetic process [GO:0044550]	GO:0004497; GO:0005506; GO:0016020; GO:0016705; GO:0020037; GO:0044550
KLLA0_C19338g	Q6CSM6	unreviewed	Q6CSM6_KLULA	acid phosphatase (EC 3.1.3.2)	KLLA0_C19338g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	469		fungal-type cell wall [GO:0009277]	acid phosphatase activity [GO:0003993]	fungal-type cell wall [GO:0009277]; acid phosphatase activity [GO:0003993]	GO:0003993; GO:0009277
KLLA0_D00258g	B5FV69	unreviewed	B5FV69_KLULA	acid phosphatase (EC 3.1.3.2)	KLLA0_D00258g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	484		fungal-type cell wall [GO:0009277]	acid phosphatase activity [GO:0003993]	fungal-type cell wall [GO:0009277]; acid phosphatase activity [GO:0003993]	GO:0003993; GO:0009277
KLLA0_D00264g	B5FV70	unreviewed	B5FV70_KLULA	KLLA0D00264p	KLLA0_D00264g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	1004	flocculation [GO:0000128]			flocculation [GO:0000128]	GO:0000128
KLLA0_D00275g	Q6CSK6	unreviewed	Q6CSK6_KLULA	KLLA0D00275p	KLLA0_D00275g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	391	flocculation [GO:0000128]			flocculation [GO:0000128]	GO:0000128
