xp_id,locus_tag
XP_451788.1,KLLA0_B05665g
XP_451789.1,KLLA0_B05687g
XP_451790.1,KLLA0_B05709g
XP_451792.1,KLLA0_B05742g
XP_451793.1,KLLA0_B05786g
XP_451794.1,KLLA0_B05808g
XP_451796.1,KLLA0_B05841g
XP_451797.1,KLLA0_B05863g
XP_451798.1,KLLA0_B05885g
XP_451800.1,KLLA0_B05918g
XP_451803.1,KLLA0_B05973g
XP_451804.1,KLLA0_B05995g
XP_451805.1,KLLA0_B06039g
XP_451806.2,KLLA0_B06061g
XP_451808.1,KLLA0_B06094g
XP_451809.1,KLLA0_B06116g
XP_451810.1,KLLA0_B06138g
XP_451812.1,KLLA0_B06182g
XP_451813.1,KLLA0_B06215g
XP_451814.1,KLLA0_B06237g
XP_451815.1,KLLA0_B06259g
XP_451816.1,KLLA0_B06303g
XP_451817.1,KLLA0_B06347g
XP_451818.1,KLLA0_B06369g
XP_451819.1,KLLA0_B06391g
XP_451820.1,KLLA0_B06413g
XP_451821.1,KLLA0_B06435g
XP_451822.1,KLLA0_B06457g
XP_451823.1,KLLA0_B06479g
XP_451824.1,KLLA0_B06501g
XP_451825.1,KLLA0_B06523g
XP_451826.1,KLLA0_B06545g
XP_451827.1,KLLA0_B06556g
XP_451828.1,KLLA0_B06622g
XP_451829.1,KLLA0_B06644g
XP_451831.1,KLLA0_B06710g
XP_451832.1,KLLA0_B06732g
XP_451833.1,KLLA0_B06754g
XP_451834.1,KLLA0_B06776g
XP_451835.1,KLLA0_B06798g
XP_451836.1,KLLA0_B06820g
XP_451837.1,KLLA0_B06842g
XP_451838.1,KLLA0_B06864g
XP_451839.1,KLLA0_B06886g
XP_451840.1,KLLA0_B06952g
XP_451841.1,KLLA0_B06974g
XP_451843.1,KLLA0_B07040g
XP_451844.1,KLLA0_B07062g
XP_451845.1,KLLA0_B07084g
XP_451846.2,KLLA0_B07095g
XP_451847.1,KLLA0_B07117g
XP_451848.1,KLLA0_B07139g
XP_451849.1,KLLA0_B07161g
XP_451850.1,KLLA0_B07183g
XP_451851.1,KLLA0_B07205g
XP_451852.1,KLLA0_B07227g
XP_451853.1,KLLA0_B07249g
XP_451854.1,KLLA0_B07271g
XP_451855.1,KLLA0_B07337g
XP_451857.1,KLLA0_B07370g
XP_451858.1,KLLA0_B07392g
XP_451860.1,KLLA0_B07447g
XP_451861.1,KLLA0_B07469g
XP_451862.1,KLLA0_B07491g
XP_451863.1,KLLA0_B07513g
XP_451864.1,KLLA0_B07535g
XP_451865.1,KLLA0_B07557g
XP_451866.1,KLLA0_B07579g
XP_451868.1,KLLA0_B07601g
XP_451869.1,KLLA0_B07623g
XP_451870.1,KLLA0_B07645g
XP_451871.1,KLLA0_B07667g
XP_451872.1,KLLA0_B07689g
XP_451873.1,KLLA0_B07711g
XP_451874.1,KLLA0_B07733g
XP_451875.1,KLLA0_B07755g
XP_451876.1,KLLA0_B07777g
XP_451877.1,KLLA0_B07799g
XP_451878.1,KLLA0_B07821g
XP_451879.1,KLLA0_B07843g
XP_451880.1,KLLA0_B07865g
XP_451881.1,KLLA0_B07887g
XP_451882.1,KLLA0_B07909g
XP_451883.2,KLLA0_B07931g
XP_451884.1,KLLA0_B07953g
XP_451885.1,KLLA0_B07975g
XP_451886.1,KLLA0_B07997g
XP_451887.1,KLLA0_B08019g
XP_451888.1,KLLA0_B08041g
XP_451889.1,KLLA0_B08063g
XP_451890.1,KLLA0_B08085g
XP_451891.1,KLLA0_B08107g
XP_451892.1,KLLA0_B08129g
XP_451893.1,KLLA0_B08151g
XP_451894.1,KLLA0_B08173g
XP_451895.1,KLLA0_B08195g
XP_451896.1,KLLA0_B08217g
XP_451897.1,KLLA0_B08239g
XP_451898.1,KLLA0_B08261g
XP_451899.1,KLLA0_B08283g
XP_451900.1,KLLA0_B08305g
XP_451901.1,KLLA0_B08327g
XP_451902.1,KLLA0_B08371g
XP_451903.1,KLLA0_B08415g
XP_451904.1,KLLA0_B08437g
XP_451905.1,KLLA0_B08459g
XP_451906.1,KLLA0_B08481g
XP_451907.1,KLLA0_B08503g
XP_451908.1,KLLA0_B08525g
XP_451909.1,KLLA0_B08547g
XP_451910.1,KLLA0_B08569g
XP_451911.1,KLLA0_B08591g
XP_451912.1,KLLA0_B08635g
XP_451913.1,KLLA0_B08657g
XP_451914.1,KLLA0_B08679g
XP_451916.2,KLLA0_B08712g
XP_451917.1,KLLA0_B08734g
XP_451918.1,KLLA0_B08756g
XP_451919.1,KLLA0_B08778g
XP_451920.1,KLLA0_B08800g
XP_451921.1,KLLA0_B08822g
XP_451922.1,KLLA0_B08844g
XP_451923.1,KLLA0_B08866g
XP_451924.1,KLLA0_B08888g
XP_451925.1,KLLA0_B08910g
XP_451926.1,KLLA0_B08932g
XP_451927.1,KLLA0_B08954g
XP_451928.1,KLLA0_B08976g
XP_451929.1,KLLA0_B08998g
XP_451930.1,KLLA0_B09020g
XP_451931.1,KLLA0_B09042g
XP_451932.1,KLLA0_B09064g
XP_451934.1,KLLA0_B09108g
XP_451935.1,KLLA0_B09130g
XP_451936.1,KLLA0_B09152g
XP_451937.1,KLLA0_B09174g
XP_451938.1,KLLA0_B09196g
XP_451939.1,KLLA0_B09218g
XP_451940.2,KLLA0_B09240g
XP_451941.1,KLLA0_B09262g
XP_451942.1,KLLA0_B09284g
XP_451943.1,KLLA0_B09306g
XP_451944.1,KLLA0_B09350g
XP_451945.1,KLLA0_B09372g
XP_451946.1,KLLA0_B09394g
XP_451947.1,KLLA0_B09405g
XP_451949.1,KLLA0_B09427g
XP_451950.1,KLLA0_B09460g
XP_451951.1,KLLA0_B09482g
XP_451952.1,KLLA0_B09504g
XP_451953.1,KLLA0_B09526g
XP_451954.1,KLLA0_B09548g
XP_451956.1,KLLA0_B09592g
XP_451957.1,KLLA0_B09636g
XP_451958.1,KLLA0_B09658g
XP_451959.1,KLLA0_B09680g
XP_451960.1,KLLA0_B09702g
XP_451961.1,KLLA0_B09724g
XP_451962.1,KLLA0_B09746g
XP_451963.1,KLLA0_B09768g
XP_451964.1,KLLA0_B09790g
XP_451965.1,KLLA0_B09812g
XP_451966.1,KLLA0_B09834g
XP_451967.1,KLLA0_B09856g
XP_451968.1,KLLA0_B09878g
XP_451969.1,KLLA0_B09900g
XP_451970.1,KLLA0_B09922g
XP_451971.1,KLLA0_B09944g
XP_451972.1,KLLA0_B09966g
XP_451973.1,KLLA0_B09988g
XP_451974.2,KLLA0_B10010g
XP_451975.1,KLLA0_B10032g
XP_451976.1,KLLA0_B10054g
XP_451977.1,KLLA0_B10076g
XP_451978.1,KLLA0_B10098g
XP_451979.1,KLLA0_B10120g
XP_451980.2,KLLA0_B10142g
XP_451981.1,KLLA0_B10153g
XP_451982.1,KLLA0_B10175g
XP_451983.1,KLLA0_B10197g
XP_451984.1,KLLA0_B10219g
XP_451985.1,KLLA0_B10241g
XP_451986.1,KLLA0_B10263g
XP_451987.1,KLLA0_B10285g
XP_451988.1,KLLA0_B10307g
XP_451989.1,KLLA0_B10329g
XP_451990.1,KLLA0_B10351g
XP_451991.1,KLLA0_B10373g
XP_451992.1,KLLA0_B10395g
XP_451993.1,KLLA0_B10406g
XP_451994.1,KLLA0_B10428g
XP_451995.1,KLLA0_B10450g
XP_451996.1,KLLA0_B10472g
XP_451998.1,KLLA0_B10538g
XP_451999.1,KLLA0_B10560g
XP_452000.1,KLLA0_B10582g
XP_452001.1,KLLA0_B10604g
XP_452002.1,KLLA0_B10626g
XP_452003.1,KLLA0_B10648g
XP_452004.1,KLLA0_B10670g
XP_452005.1,KLLA0_B10692g
XP_452006.1,KLLA0_B10714g
XP_452007.1,KLLA0_B10736g
XP_002999355.1,KLLA0_B10769g
XP_452008.1,KLLA0_B10780g
XP_452009.1,KLLA0_B10802g
XP_452010.1,KLLA0_B10824g
XP_452011.1,KLLA0_B10846g
XP_452012.1,KLLA0_B10868g
XP_452013.1,KLLA0_B10890g
XP_452014.1,KLLA0_B10912g
XP_452015.1,KLLA0_B10934g
XP_452016.1,KLLA0_B10956g
XP_452017.1,KLLA0_B10978g
XP_452018.1,KLLA0_B11000g
XP_452019.1,KLLA0_B11011g
XP_452020.1,KLLA0_B11033g
XP_452021.1,KLLA0_B11055g
XP_452022.1,KLLA0_B11077g
XP_452023.1,KLLA0_B11099g
XP_452024.1,KLLA0_B11121g
XP_452025.1,KLLA0_B11143g
XP_452026.1,KLLA0_B11165g
XP_452027.1,KLLA0_B11187g
XP_452028.1,KLLA0_B11209g
XP_452029.1,KLLA0_B11231g
XP_452030.1,KLLA0_B11253g
XP_452031.1,KLLA0_B11275g
XP_452032.1,KLLA0_B11297g
XP_452033.1,KLLA0_B11319g
XP_452034.1,KLLA0_B11341g
XP_452035.1,KLLA0_B11363g
XP_452036.1,KLLA0_B11385g
XP_452037.1,KLLA0_B11407g
XP_452038.1,KLLA0_B11429g
XP_452039.1,KLLA0_B11451g
XP_452040.1,KLLA0_B11473g
XP_452041.1,KLLA0_B11495g
XP_452044.1,KLLA0_B11550g
XP_452045.1,KLLA0_B11572g
XP_452046.1,KLLA0_B11594g
XP_452047.1,KLLA0_B11616g
XP_452048.1,KLLA0_B11638g
XP_452049.1,KLLA0_B11660g
XP_452050.1,KLLA0_B11682g
XP_452051.1,KLLA0_B11704g
XP_452052.1,KLLA0_B11748g
XP_452053.1,KLLA0_B11770g
XP_452054.1,KLLA0_B11792g
XP_452055.1,KLLA0_B11814g
XP_452056.1,KLLA0_B11836g
XP_452057.1,KLLA0_B11858g
XP_452058.1,KLLA0_B11880g
XP_452059.1,KLLA0_B11902g
XP_452060.1,KLLA0_B11924g
XP_452061.1,KLLA0_B11946g
XP_452062.1,KLLA0_B11968g
XP_452063.1,KLLA0_B11990g
XP_452064.1,KLLA0_B12012g
XP_452065.1,KLLA0_B12034g
XP_452066.1,KLLA0_B12056g
XP_452067.1,KLLA0_B12078g
XP_452068.1,KLLA0_B12100g
XP_452070.1,KLLA0_B12133g
XP_452071.1,KLLA0_B12155g
XP_452072.1,KLLA0_B12177g
XP_452073.1,KLLA0_B12199g
XP_452074.1,KLLA0_B12221g
XP_452075.1,KLLA0_B12243g
XP_452076.1,KLLA0_B12265g
XP_452077.1,KLLA0_B12287g
XP_452078.1,KLLA0_B12309g
XP_452079.1,KLLA0_B12331g
XP_452080.1,KLLA0_B12353g
XP_452081.1,KLLA0_B12375g
XP_452082.1,KLLA0_B12397g
XP_452083.1,KLLA0_B12419g
XP_452084.1,KLLA0_B12441g
XP_452085.1,KLLA0_B12463g
XP_452087.1,KLLA0_B12496g
XP_452088.1,KLLA0_B12518g
XP_452089.1,KLLA0_B12540g
XP_452090.1,KLLA0_B12562g
XP_452091.1,KLLA0_B12584g
XP_452092.1,KLLA0_B12606g
XP_452093.1,KLLA0_B12628g
XP_452094.1,KLLA0_B12650g
XP_452095.1,KLLA0_B12672g
XP_452096.1,KLLA0_B12694g
XP_452097.1,KLLA0_B12716g
XP_452098.1,KLLA0_B12738g
XP_452099.1,KLLA0_B12760g
XP_452100.1,KLLA0_B12782g
XP_452101.1,KLLA0_B12804g
XP_452102.1,KLLA0_B12826g
XP_452103.1,KLLA0_B12848g
XP_452104.1,KLLA0_B12870g
XP_452105.1,KLLA0_B12892g
XP_452106.1,KLLA0_B12914g
XP_452107.1,KLLA0_B12936g
XP_452108.1,KLLA0_B12958g
XP_452109.1,KLLA0_B12980g
XP_452110.1,KLLA0_B13002g
XP_452111.1,KLLA0_B13024g
XP_452112.1,KLLA0_B13046g
XP_452113.1,KLLA0_B13068g
XP_452114.1,KLLA0_B13090g
XP_452115.1,KLLA0_B13112g
XP_002999356.1,KLLA0_B13123g
XP_452116.1,KLLA0_B13134g
XP_452117.1,KLLA0_B13145g
XP_452118.1,KLLA0_B13167g
XP_452119.1,KLLA0_B13189g
XP_452120.1,KLLA0_B13211g
XP_452121.1,KLLA0_B13233g
XP_452122.1,KLLA0_B13255g
XP_452123.1,KLLA0_B13277g
XP_452124.1,KLLA0_B13321g
XP_452125.1,KLLA0_B13343g
XP_452126.1,KLLA0_B13365g
XP_452127.1,KLLA0_B13387g
XP_452128.1,KLLA0_B13409g
XP_452129.1,KLLA0_B13431g
XP_452130.1,KLLA0_B13453g
XP_452131.1,KLLA0_B13475g
XP_452132.1,KLLA0_B13497g
XP_452133.1,KLLA0_B13519g
XP_452134.1,KLLA0_B13541g
XP_452135.1,KLLA0_B13563g
XP_452136.1,KLLA0_B13585g
XP_452137.1,KLLA0_B13607g
XP_452138.1,KLLA0_B13629g
XP_452139.1,KLLA0_B13651g
XP_452140.1,KLLA0_B13673g
XP_452141.1,KLLA0_B13695g
XP_452142.1,KLLA0_B13739g
XP_452143.1,KLLA0_B13761g
XP_452145.1,KLLA0_B13794g
XP_452146.1,KLLA0_B13816g
XP_452147.1,KLLA0_B13838g
XP_452148.1,KLLA0_B13860g
XP_452149.1,KLLA0_B13882g
XP_452150.1,KLLA0_B13904g
XP_452151.1,KLLA0_B13926g
XP_452152.1,KLLA0_B13948g
XP_452153.1,KLLA0_B13970g
XP_452154.1,KLLA0_B13992g
XP_452155.1,KLLA0_B14014g
XP_452156.1,KLLA0_B14036g
XP_452157.1,KLLA0_B14058g
XP_452158.1,KLLA0_B14080g
XP_452159.1,KLLA0_B14102g
XP_452160.1,KLLA0_B14124g
XP_452161.1,KLLA0_B14146g
XP_452162.1,KLLA0_B14168g
XP_452163.1,KLLA0_B14190g
XP_452164.1,KLLA0_B14234g
XP_452165.1,KLLA0_B14256g
XP_452166.1,KLLA0_B14278g
XP_452167.1,KLLA0_B14300g
XP_452168.1,KLLA0_B14322g
XP_452169.1,KLLA0_B14344g
XP_452170.1,KLLA0_B14366g
XP_452171.1,KLLA0_B14388g
XP_452172.1,KLLA0_B14410g
XP_452173.2,KLLA0_B14432g
XP_452174.1,KLLA0_B14454g
XP_452175.1,KLLA0_B14476g
XP_452176.1,KLLA0_B14498g
XP_452178.1,KLLA0_B14531g
XP_452179.1,KLLA0_B14553g
XP_452180.1,KLLA0_B14575g
XP_452181.1,KLLA0_B14597g
XP_452182.1,KLLA0_B14619g
XP_452185.1,KLLA0_B14685g
XP_452186.1,KLLA0_B14707g
XP_452187.1,KLLA0_B14729g
XP_452188.1,KLLA0_B14751g
XP_452189.1,KLLA0_B14773g
XP_452190.1,KLLA0_B14795g
XP_452191.1,KLLA0_B14817g
XP_452192.1,KLLA0_B14839g
XP_452193.1,KLLA0_B14861g
XP_452194.1,KLLA0_B14883g
XP_452196.1,KLLA0_B14916g
XP_452197.1,KLLA0_B14927g
XP_452198.1,KLLA0_B14949g
XP_452199.2,KLLA0_C00110g
XP_452200.1,KLLA0_C00132g
XP_452201.1,KLLA0_C00154g
XP_452202.1,KLLA0_C00176g
XP_002999357.1,KLLA0_C00190g
XP_452203.2,KLLA0_C00198g
XP_452204.1,KLLA0_C00220g
XP_452205.1,KLLA0_C00242g
XP_452206.1,KLLA0_C00264g
XP_452207.1,KLLA0_C00286g
XP_452209.2,KLLA0_C00330g
XP_452210.1,KLLA0_C00352g
XP_452211.1,KLLA0_C00374g
XP_452212.1,KLLA0_C00396g
XP_452213.1,KLLA0_C00440g
XP_452214.1,KLLA0_C00462g
XP_452215.1,KLLA0_C00484g
XP_452216.1,KLLA0_C00506g
XP_452217.1,KLLA0_C00528g
XP_452218.1,KLLA0_C00550g
XP_452219.1,KLLA0_C00572g
XP_452220.1,KLLA0_C00594g
XP_452221.1,KLLA0_C00616g
XP_452223.1,KLLA0_C00649g
XP_452224.1,KLLA0_C00671g
XP_452225.1,KLLA0_C00693g
XP_452226.1,KLLA0_C00715g
XP_452227.1,KLLA0_C00737g
XP_452228.1,KLLA0_C00759g
XP_452230.1,KLLA0_C00803g
XP_452231.1,KLLA0_C00825g
XP_452232.1,KLLA0_C00847g
XP_452233.1,KLLA0_C00869g
XP_452234.1,KLLA0_C00891g
XP_452235.1,KLLA0_C00913g
XP_452236.1,KLLA0_C00935g
XP_452237.1,KLLA0_C00957g
XP_452238.1,KLLA0_C00979g
XP_452239.1,KLLA0_C01001g
XP_452240.1,KLLA0_C01023g
XP_452241.1,KLLA0_C01045g
XP_452242.1,KLLA0_C01067g
XP_452243.1,KLLA0_C01089g
XP_452244.1,KLLA0_C01111g
XP_452245.1,KLLA0_C01133g
XP_452246.1,KLLA0_C01155g
XP_452247.1,KLLA0_C01177g
XP_452248.1,KLLA0_C01188g
XP_452249.1,KLLA0_C01210g
XP_452250.1,KLLA0_C01232g
XP_452251.1,KLLA0_C01254g
XP_452252.1,KLLA0_C01276g
XP_452253.1,KLLA0_C01298g
XP_452254.1,KLLA0_C01320g
XP_452255.1,KLLA0_C01342g
XP_452256.1,KLLA0_C01364g
XP_452257.1,KLLA0_C01386g
XP_452258.1,KLLA0_C01408g
XP_452259.1,KLLA0_C01430g
XP_452260.1,KLLA0_C01452g
XP_452261.1,KLLA0_C01474g
XP_452262.1,KLLA0_C01496g
XP_452263.1,KLLA0_C01518g
XP_452264.1,KLLA0_C01540g
XP_452265.1,KLLA0_C01562g
XP_452266.1,KLLA0_C01584g
XP_452267.1,KLLA0_C01606g
XP_452268.1,KLLA0_C01628g
XP_452269.1,KLLA0_C01650g
XP_452270.1,KLLA0_C01672g
XP_452271.1,KLLA0_C01694g
XP_452272.1,KLLA0_C01716g
XP_452273.1,KLLA0_C01738g
XP_452274.1,KLLA0_C01760g
XP_452275.1,KLLA0_C01782g
XP_452276.1,KLLA0_C01804g
XP_452277.1,KLLA0_C01826g
XP_452278.1,KLLA0_C01848g
XP_452279.1,KLLA0_C01870g
XP_452280.1,KLLA0_C01892g
XP_452281.1,KLLA0_C01914g
XP_452282.1,KLLA0_C01936g
XP_452284.1,KLLA0_C01969g
XP_452285.1,KLLA0_C01991g
XP_452286.1,KLLA0_C02013g
XP_452287.1,KLLA0_C02035g
XP_452288.1,KLLA0_C02057g
XP_452289.1,KLLA0_C02079g
XP_452290.1,KLLA0_C02101g
XP_452291.1,KLLA0_C02123g
XP_452292.1,KLLA0_C02145g
XP_452293.1,KLLA0_C02167g
XP_452294.1,KLLA0_C02189g
XP_452295.1,KLLA0_C02211g
XP_452296.1,KLLA0_C02233g
XP_452297.1,KLLA0_C02255g
XP_452298.1,KLLA0_C02277g
XP_452299.1,KLLA0_C02299g
XP_452300.1,KLLA0_C02321g
XP_452301.1,KLLA0_C02343g
XP_452302.1,KLLA0_C02365g
XP_452303.1,KLLA0_C02387g
XP_452304.1,KLLA0_C02409g
XP_452305.2,KLLA0_C02431g
XP_452306.1,KLLA0_C02453g
XP_452307.1,KLLA0_C02475g
XP_452308.1,KLLA0_C02497g
XP_452309.1,KLLA0_C02519g
XP_452310.1,KLLA0_C02541g
XP_452311.1,KLLA0_C02563g
XP_452312.1,KLLA0_C02585g
XP_452313.1,KLLA0_C02607g
XP_452314.1,KLLA0_C02629g
XP_452315.1,KLLA0_C02651g
XP_452316.1,KLLA0_C02673g
XP_452317.1,KLLA0_C02695g
XP_452318.1,KLLA0_C02717g
XP_452319.1,KLLA0_C02739g
XP_452320.1,KLLA0_C02761g
XP_452321.1,KLLA0_C02783g
XP_452322.1,KLLA0_C02805g
XP_452323.1,KLLA0_C02827g
XP_452324.1,KLLA0_C02849g
XP_452325.1,KLLA0_C02871g
XP_452326.1,KLLA0_C02893g
XP_452327.1,KLLA0_C02915g
XP_452328.1,KLLA0_C02937g
XP_452329.1,KLLA0_C02959g
XP_452330.1,KLLA0_C02981g
XP_452331.1,KLLA0_C03003g
XP_452332.1,KLLA0_C03025g
XP_452333.1,KLLA0_C03047g
XP_452334.1,KLLA0_C03069g
XP_452335.1,KLLA0_C03091g
XP_452336.1,KLLA0_C03113g
XP_452337.1,KLLA0_C03135g
XP_452338.1,KLLA0_C03157g
XP_452339.1,KLLA0_C03179g
XP_452340.1,KLLA0_C03201g
XP_452343.1,KLLA0_C03256g
XP_452344.1,KLLA0_C03278g
XP_452345.1,KLLA0_C03300g
XP_452346.1,KLLA0_C03322g
XP_452347.1,KLLA0_C03388g
XP_452348.1,KLLA0_C03410g
XP_452349.1,KLLA0_C03432g
XP_452350.1,KLLA0_C03454g
XP_452351.1,KLLA0_C03476g
XP_452352.1,KLLA0_C03498g
XP_452353.1,KLLA0_C03520g
XP_452354.1,KLLA0_C03542g
XP_452355.1,KLLA0_C03564g
XP_452356.1,KLLA0_C03586g
XP_452357.1,KLLA0_C03608g
XP_452358.1,KLLA0_C03630g
XP_452359.1,KLLA0_C03652g
XP_452360.1,KLLA0_C03674g
XP_452361.1,KLLA0_C03696g
XP_452362.1,KLLA0_C03718g
XP_452363.1,KLLA0_C03740g
XP_452364.1,KLLA0_C03762g
XP_452365.1,KLLA0_C03784g
XP_452366.1,KLLA0_C03806g
XP_452367.1,KLLA0_C03828g
XP_452368.1,KLLA0_C03850g
XP_452369.1,KLLA0_C03872g
XP_452370.1,KLLA0_C03894g
XP_452371.1,KLLA0_C03916g
XP_452372.1,KLLA0_C03938g
XP_452373.1,KLLA0_C03960g
XP_452375.1,KLLA0_C04004g
XP_452377.1,KLLA0_C04037g
XP_452378.1,KLLA0_C04059g
XP_452379.1,KLLA0_C04081g
XP_452380.1,KLLA0_C04103g
XP_452381.1,KLLA0_C04125g
XP_452382.1,KLLA0_C04147g
XP_452383.1,KLLA0_C04169g
XP_452384.1,KLLA0_C04191g
XP_452385.1,KLLA0_C04213g
XP_452386.1,KLLA0_C04235g
XP_452387.1,KLLA0_C04257g
XP_452388.1,KLLA0_C04279g
XP_452389.1,KLLA0_C04301g
XP_452390.1,KLLA0_C04323g
XP_452391.1,KLLA0_C04345g
XP_452392.1,KLLA0_C04367g
XP_452393.1,KLLA0_C04389g
XP_452394.1,KLLA0_C04411g
XP_452395.1,KLLA0_C04433g
XP_452397.1,KLLA0_C04455g
XP_452398.1,KLLA0_C04477g
XP_452400.1,KLLA0_C04510g
XP_452401.1,KLLA0_C04532g
XP_452402.1,KLLA0_C04554g
XP_452403.1,KLLA0_C04576g
XP_452404.1,KLLA0_C04598g
XP_452405.1,KLLA0_C04620g
XP_452406.1,KLLA0_C04642g
XP_452407.1,KLLA0_C04664g
XP_452408.1,KLLA0_C04686g
XP_452409.1,KLLA0_C04708g
XP_452410.1,KLLA0_C04730g
XP_452411.1,KLLA0_C04752g
XP_452412.1,KLLA0_C04774g
XP_452413.1,KLLA0_C04796g
XP_452414.1,KLLA0_C04809g
XP_452415.1,KLLA0_C04818g
XP_452416.1,KLLA0_C04840g
XP_452417.1,KLLA0_C04862g
XP_452418.1,KLLA0_C04884g
XP_452419.1,KLLA0_C04906g
XP_452420.1,KLLA0_C04928g
XP_452421.2,KLLA0_C04950g
XP_452423.1,KLLA0_C04994g
XP_452424.1,KLLA0_C05016g
XP_452426.1,KLLA0_C05060g
XP_452427.1,KLLA0_C05082g
XP_452428.1,KLLA0_C05104g
XP_452429.1,KLLA0_C05126g
XP_452430.1,KLLA0_C05148g
XP_452431.1,KLLA0_C05170g
XP_452432.1,KLLA0_C05192g
XP_452433.1,KLLA0_C05214g
XP_452434.1,KLLA0_C05236g
XP_452435.1,KLLA0_C05258g
XP_452436.1,KLLA0_C05302g
XP_452437.1,KLLA0_C05324g
XP_452438.1,KLLA0_C05346g
XP_452439.1,KLLA0_C05368g
XP_452440.1,KLLA0_C05390g
XP_452441.1,KLLA0_C05412g
XP_452442.1,KLLA0_C05456g
XP_452443.1,KLLA0_C05478g
XP_452444.1,KLLA0_C05500g
XP_452445.1,KLLA0_C05522g
XP_452446.1,KLLA0_C05544g
XP_452447.1,KLLA0_C05566g
XP_452448.1,KLLA0_C05588g
XP_452449.1,KLLA0_C05610g
XP_452450.1,KLLA0_C05632g
XP_452451.1,KLLA0_C05654g
XP_452452.1,KLLA0_C05676g
XP_452453.1,KLLA0_C05698g
XP_452454.1,KLLA0_C05720g
XP_452455.1,KLLA0_C05742g
XP_452456.1,KLLA0_C05764g
XP_452457.1,KLLA0_C05786g
XP_452458.1,KLLA0_C05852g
XP_452459.1,KLLA0_C05874g
XP_452460.1,KLLA0_C05896g
XP_452461.1,KLLA0_C05918g
XP_452462.1,KLLA0_C05940g
XP_452463.1,KLLA0_C05962g
XP_452464.1,KLLA0_C05984g
XP_452465.1,KLLA0_C06006g
XP_452466.1,KLLA0_C06028g
XP_452467.1,KLLA0_C06050g
XP_452468.1,KLLA0_C06072g
XP_452469.1,KLLA0_C06094g
XP_452470.1,KLLA0_C06116g
XP_452471.1,KLLA0_C06138g
XP_452472.1,KLLA0_C06160g
XP_452473.1,KLLA0_C06182g
XP_452474.1,KLLA0_C06204g
XP_452475.1,KLLA0_C06226g
XP_452476.1,KLLA0_C06248g
XP_452477.1,KLLA0_C06270g
XP_452478.1,KLLA0_C06292g
XP_452479.1,KLLA0_C06314g
XP_452480.1,KLLA0_C06336g
XP_452481.1,KLLA0_C06358g
XP_452482.1,KLLA0_C06380g
XP_452484.1,KLLA0_C06446g
XP_452485.1,KLLA0_C06468g
XP_452486.1,KLLA0_C06490g
XP_452487.1,KLLA0_C06512g
XP_452488.1,KLLA0_C06534g
XP_452490.1,KLLA0_C06567g
XP_452491.1,KLLA0_C06589g
XP_452492.1,KLLA0_C06611g
XP_452493.1,KLLA0_C06633g
XP_452494.1,KLLA0_C06655g
XP_452495.1,KLLA0_C06677g
XP_452496.1,KLLA0_C06699g
XP_452497.1,KLLA0_C06721g
XP_452498.1,KLLA0_C06743g
XP_452499.1,KLLA0_C06765g
XP_452500.1,KLLA0_C06787g
XP_452501.1,KLLA0_C06809g
XP_452503.1,KLLA0_C06842g
XP_452504.1,KLLA0_C06864g
XP_452505.1,KLLA0_C06886g
XP_452506.1,KLLA0_C06908g
XP_452507.1,KLLA0_C06930g
XP_452508.1,KLLA0_C06952g
XP_452509.1,KLLA0_C06974g
XP_452510.1,KLLA0_C06996g
XP_452511.1,KLLA0_C07018g
XP_452512.1,KLLA0_C07040g
XP_452513.1,KLLA0_C07062g
XP_452514.1,KLLA0_C07084g
XP_452515.1,KLLA0_C07106g
XP_452516.1,KLLA0_C07128g
XP_452517.1,KLLA0_C07150g
XP_452518.1,KLLA0_C07172g
XP_452519.1,KLLA0_C07194g
XP_452520.1,KLLA0_C07216g
XP_452521.1,KLLA0_C07238g
XP_452522.1,KLLA0_C07260g
XP_452523.1,KLLA0_C07282g
XP_452524.1,KLLA0_C07304g
XP_452525.1,KLLA0_C07326g
XP_452526.1,KLLA0_C07348g
XP_452527.1,KLLA0_C07359g
XP_452528.1,KLLA0_C07381g
XP_452529.1,KLLA0_C07403g
XP_452530.1,KLLA0_C07425g
XP_452531.1,KLLA0_C07447g
XP_452532.1,KLLA0_C07469g
XP_452533.1,KLLA0_C07491g
XP_452534.1,KLLA0_C07513g
XP_452535.1,KLLA0_C07535g
XP_452536.1,KLLA0_C07557g
XP_452537.1,KLLA0_C07579g
XP_452538.1,KLLA0_C07601g
XP_452539.1,KLLA0_C07623g
XP_452540.1,KLLA0_C07645g
XP_452541.1,KLLA0_C07667g
XP_452542.1,KLLA0_C07689g
XP_452543.1,KLLA0_C07711g
XP_452544.1,KLLA0_C07733g
XP_002999358.1,KLLA0_C07744g
XP_452545.1,KLLA0_C07755g
XP_452546.1,KLLA0_C07777g
XP_452547.1,KLLA0_C07799g
XP_452548.1,KLLA0_C07821g
XP_452549.1,KLLA0_C07843g
XP_452550.1,KLLA0_C07865g
XP_452551.1,KLLA0_C07887g
XP_452552.1,KLLA0_C07909g
XP_452553.1,KLLA0_C07931g
XP_452554.1,KLLA0_C07953g
XP_452555.1,KLLA0_C07975g
XP_452556.1,KLLA0_C07997g
XP_452557.1,KLLA0_C08019g
XP_452558.1,KLLA0_C08041g
XP_452559.1,KLLA0_C08063g
XP_452560.1,KLLA0_C08107g
