OG,gene_id,qng_id,cagl_id,in_orthogroup
NA,GWK60_L09185,QNG16352.1,CAGL0L06050g,FALSE
NA,GWK60_L09251,QNG16355.1,CAGL0L05984g,FALSE
NA,GWK60_L09449,NA,NA,FALSE
NA,GWK60_L09999,QNG16388.1,CAGL0L05192g,FALSE
NA,GWK60_L10219,NA,NA,FALSE
NA,GWK60_L10285,NA,NA,FALSE
NA,GWK60_L10373,QNG16403.1,CAGL0L04832g,FALSE
NA,GWK60_L10879,QNG16426.1,CAGL0L04350g,FALSE
NA,GWK60_L11165,QNG16439.1,CAGL0L04070g,FALSE
NA,GWK60_L11341,QNG16447.1,CAGL0L03894g,FALSE
NA,GWK60_L12265,QNG16489.1,CAGL0L02959g,FALSE
NA,GWK60_L12529,QNG16501.1,CAGL0L02717g,FALSE
NA,GWK60_L12705,NA,NA,FALSE
NA,GWK60_L13167,QNG16529.1,CAGL0L09174g,FALSE
NA,GWK60_L13321,NA,NA,FALSE
NA,GWK60_L13365,QNG16537.1,CAGL0L09372g,FALSE
NA,GWK60_L13409,NA,NA,FALSE
NA,GWK60_L13431,NA,NA,FALSE
NA,GWK60_L13519,NA,NA,FALSE
NA,GWK60_L13563,NA,NA,FALSE
NA,GWK60_L13849,QNG16555.1,CAGL0L09845g,FALSE
NA,GWK60_L13915,NA,NA,FALSE
NA,GWK60_L14069,NA,NA,FALSE
NA,GWK60_L14267,NA,NA,FALSE
NA,GWK60_L15257,QNG16616.1,CAGL0L11286g,FALSE
NA,GWK60_L15301,QNG16618.1,CAGL0L11330g,FALSE
NA,GWK60_L15367,NA,NA,FALSE
NA,GWK60_L15587,QNG16630.1,CAGL0L11616g,FALSE
NA,GWK60_L15653,NA,NA,FALSE
NA,GWK60_L15829,NA,NA,FALSE
NA,GWK60_L15961,QNG16646.1,CAGL0L11990g,FALSE
NA,GWK60_L16005,QNG16648.1,CAGL0L12034g,FALSE
NA,GWK60_L16071,QNG16651.1,CAGL0L12100g,FALSE
NA,GWK60_L16291,QNG16661.1,CAGL0L12320g,FALSE
NA,GWK60_L16401,NA,NA,FALSE
NA,GWK60_L17303,NA,NA,FALSE
NA,GWK60_L17325,NA,NA,FALSE
NA,GWK60_L17347,NA,NA,FALSE
NA,GWK60_L17369,NA,NA,FALSE
NA,GWK60_L17391,NA,NA,FALSE
NA,GWK60_L17413,NA,NA,FALSE
NA,GWK60_L17435,NA,NA,FALSE
NA,GWK60_L17457,NA,NA,FALSE
NA,GWK60_L17479,NA,NA,FALSE
NA,GWK60_L17501,NA,NA,FALSE
NA,GWK60_L17523,NA,NA,FALSE
NA,GWK60_L17545,NA,NA,FALSE
NA,GWK60_L17567,NA,NA,FALSE
NA,GWK60_L17589,NA,NA,FALSE
NA,GWK60_L17611,NA,NA,FALSE
NA,GWK60_L17633,NA,NA,FALSE
NA,GWK60_M00209,QNG16716.1,CAGL0M00308g,FALSE
NA,GWK60_M00605,QNG16734.1,CAGL0M00704g,FALSE
NA,GWK60_M00693,QNG16738.1,CAGL0M00792g,FALSE
NA,GWK60_M00935,NA,NA,FALSE
NA,GWK60_M01485,NA,NA,FALSE
NA,GWK60_M01815,QNG16787.1,CAGL0M01914g,FALSE
NA,GWK60_M01903,QNG16791.1,CAGL0M02002g,FALSE
NA,GWK60_M02431,QNG16815.1,CAGL0M02541g,FALSE
NA,GWK60_M02783,QNG16831.1,CAGL0M02915g,FALSE
NA,GWK60_M03179,QNG16849.1,CAGL0M03305g,FALSE
NA,GWK60_M03267,QNG16853.1,CAGL0M03366g,FALSE
NA,GWK60_M03333,QNG16856.1,CAGL0M03421g,FALSE
NA,GWK60_M03355,NA,NA,FALSE
NA,GWK60_M03421,NA,NA,FALSE
NA,GWK60_M03927,QNG16881.1,CAGL0M04015g,FALSE
NA,GWK60_M04455,QNG16905.1,CAGL0M04543g,FALSE
NA,GWK60_M04719,NA,NA,FALSE
NA,GWK60_M04785,QNG16919.1,CAGL0M04851g,FALSE
NA,GWK60_M05005,NA,NA,FALSE
NA,GWK60_M05027,NA,NA,FALSE
NA,GWK60_M05049,QNG16929.1,CAGL0M05115g,FALSE
NA,GWK60_M05335,QNG16942.1,CAGL0M05401g,FALSE
NA,GWK60_M05489,NA,NA,FALSE
NA,GWK60_M05533,QNG16950.1,CAGL0M05593g,FALSE
NA,GWK60_M05753,QNG16960.1,CAGL0M05797g,FALSE
NA,GWK60_M05775,QNG16961.1,CAGL0M05819g,FALSE
NA,GWK60_M06237,QNG16982.1,CAGL0M06281g,FALSE
NA,GWK60_M06281,QNG16984.1,CAGL0M06325g,FALSE
NA,GWK60_M06501,QNG16994.1,CAGL0M06545g,FALSE
NA,GWK60_M06699,NA,NA,FALSE
NA,GWK60_M06919,QNG17012.1,CAGL0M06963g,FALSE
NA,GWK60_M07315,QNG17030.1,CAGL0M07337g,FALSE
NA,GWK60_M07359,QNG17032.1,CAGL0M07381g,FALSE
NA,GWK60_M07513,NA,NA,FALSE
NA,GWK60_M07733,NA,NA,FALSE
NA,GWK60_M07755,QNG17048.1,CAGL0M07766g,FALSE
NA,GWK60_M07777,NA,NA,FALSE
NA,GWK60_M07931,NA,NA,FALSE
NA,GWK60_M08063,QNG17060.1,CAGL0M08096g,FALSE
NA,GWK60_M08415,NA,NA,FALSE
NA,GWK60_M08525,QNG17080.1,CAGL0M08580g,FALSE
NA,GWK60_M08745,QNG17090.1,CAGL0M08800g,FALSE
NA,GWK60_M08833,QNG17094.1,CAGL0M08888g,FALSE
NA,GWK60_M08943,NA,NA,FALSE
NA,GWK60_M09097,NA,NA,FALSE
NA,GWK60_M09273,QNG17112.1,CAGL0M09339g,FALSE
NA,GWK60_M09405,QNG17118.1,CAGL0M09471g,FALSE
NA,GWK60_M10021,QNG17146.1,CAGL0M10065g,FALSE
NA,GWK60_M10373,QNG17162.1,CAGL0M10395g,FALSE
NA,GWK60_M10791,QNG17181.1,CAGL0M10912g,FALSE
NA,GWK60_M10857,QNG17184.1,CAGL0M10978g,FALSE
NA,GWK60_M10901,NA,NA,FALSE
NA,GWK60_M10923,QNG17186.1,CAGL0M11044g,FALSE
NA,GWK60_M10945,QNG17187.1,CAGL0M11066g,FALSE
NA,GWK60_M10967,QNG17188.1,CAGL0M11088g,FALSE
NA,GWK60_M11033,NA,NA,FALSE
NA,GWK60_M11385,QNG17206.1,CAGL0M11462g,FALSE
NA,GWK60_M11957,QNG17232.1,CAGL0M12001g,FALSE
NA,GWK60_M12023,QNG17235.1,CAGL0M12056g,FALSE
NA,GWK60_M12309,QNG17248.1,CAGL0M12364g,FALSE
NA,GWK60_M12441,NA,NA,FALSE
NA,GWK60_M12727,QNG17266.1,CAGL0M12815g,FALSE
NA,GWK60_M13035,QNG17280.1,CAGL0M13123g,FALSE
NA,GWK60_M13189,QNG17287.1,CAGL0M13266g,FALSE
NA,GWK60_M13233,NA,NA,FALSE
NA,GWK60_M13321,QNG17292.1,CAGL0M13387g,FALSE
NA,GWK60_M14069,NA,NA,FALSE
NA,GWK60_M14091,NA,NA,FALSE
NA,GWK60_M14113,NA,NA,FALSE
NA,GWK60_M14135,NA,NA,FALSE
NA,GWK60_M14157,NA,NA,FALSE
NA,GWK60_M14179,NA,NA,FALSE
NA,GWK60_M14201,NA,NA,FALSE
NA,GWK60_M14223,NA,NA,FALSE
NA,GWK60_M14245,NA,NA,FALSE
NA,GWK60_M14267,NA,NA,FALSE
NA,GWK60_M14289,NA,NA,FALSE
NA,GWK60_M14311,NA,NA,FALSE
NA,GWK60_M14333,NA,NA,FALSE
NA,GWK60_M14355,NA,NA,FALSE
NA,GWK60_M14377,NA,NA,FALSE
NA,GWK60_M14399,NA,NA,FALSE
NA,GWK60_M14421,NA,NA,FALSE
NA,GWK60_M14443,NA,NA,FALSE
NA,GWK60_M14465,NA,NA,FALSE
NA,GWK60_M14487,NA,NA,FALSE
NA,GWK60_M14509,NA,NA,FALSE
NA,GWK60_M14531,NA,NA,FALSE
NA,GWK60_M14553,NA,NA,FALSE
NA,GWK60_M14575,NA,NA,FALSE
