Orthogroup	C_glabrata	S_cerevisiae
OG0000112	QNG13650.1 uncharacterized protein GWK60_F07447 [Nakaseomyces glabratus]	"YBR150C TBS1 SGDID_S000000354_ Chr II from 544493-541209_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Protein of unknown function; the authentic_ non-tagged protein is detected in highly purified mitochondria in high-throughput studies; associates with rDNA chromatin in vivo; TBS1 has a paralog_ HAL9_ that arose from the whole genome duplication"""
OG0000112	QNG14746.1 HAL9 [Nakaseomyces glabratus]	"YOL089C HAL9 SGDID_S000005449_ Chr XV from 153490-150398_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Putative transcription factor containing a zinc finger; overexpression increases salt tolerance through increased expression of the ENA1 _Na+/Li+ extrusion pump_ gene while gene disruption decreases both salt tolerance and ENA1 expression; HAL9 has a paralog_ TBS1_ that arose from the whole genome duplication"""
OG0000113	QNG12205.1 uncharacterized protein GWK60_A02299 [Nakaseomyces glabratus]	"YDR351W SBE2 SGDID_S000002759_ Chr IV from 1178666-1181260_ Genome Release 64-5-1_ Verified ORF_ ""Protein required for bud growth; involved in transport of cell wall components from the Golgi to the cell surface; SBE2 has a paralog_ SBE22_ that arose from the whole genome duplication"""
OG0000113	QNG16628.1 uncharacterized protein GWK60_L15543 [Nakaseomyces glabratus]	"YHR103W SBE22 SGDID_S000001145_ Chr VIII from 320414-322972_ Genome Release 64-5-1_ Verified ORF_ ""Protein involved in bud growth; involved in the transport of cell wall components from the Golgi to the cell surface; similar in structure and functionally redundant with Sbe2p; SBE22 has a paralog_ SBE2_ that arose from the whole genome duplication"""
OG0000113	QNG16627.1 uncharacterized protein GWK60_L15521 [Nakaseomyces glabratus]	"YHR102W KIC1 SGDID_S000001144_ Chr VIII from 316572-319814_ Genome Release 64-5-1_ Verified ORF_ ""Protein kinase of the PAK/Ste20 family_ required for cell integrity; physically interacts with Cdc31p _centrin__ which is a component of the spindle pole body; phosphorylates Cbk1p kinase after allosteric activation by Hym1p; part of the RAM network that regulates cellular polarity and morphogenesis"""
OG0000115	QNG13910.1 uncharacterized protein GWK60_G04697 [Nakaseomyces glabratus]	"YLR369W SSQ1 SGDID_S000004361_ Chr XII from 859552-861525_ Genome Release 64-5-1_ Verified ORF_ ""Mitochondrial hsp70-type molecular chaperone; required for assembly of iron/sulfur clusters into proteins at a step after cluster synthesis; involved in maturation of Grx5p and Yfh1p_ which is a homolog of human frataxin implicated in Friedreich's ataxia"""
OG0000115	QNG16084.1 uncharacterized protein GWK60_L03047 [Nakaseomyces glabratus], QNG16013.1 uncharacterized protein GWK60_L01309 [Nakaseomyces glabratus]	"YEL030W ECM10 SGDID_S000000756_ Chr V from 94644-96578_ Genome Release 64-5-1_ Verified ORF_ ""Heat shock protein of the Hsp70 family; localized in mitochondrial nucleoids_ plays a role in protein translocation_ interacts with Mge1p in an ATP-dependent manner; overexpression induces extensive mitochondrial DNA aggregations; ECM10 has a paralog_ SSC1_ that arose from the whole genome duplication"", YJR045C SSC1 SGDID_S000003806_ Chr X from 521602-519638_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Hsp70 family ATPase; constituent of the import motor component of the Translocase of the Inner Mitochondrial membrane _TIM23 complex_; involved in protein translocation and folding; subunit of SceI endonuclease; SSC1 has a paralog_ ECM10_ that arose from the whole genome duplication"""
OG0000117	QNG14855.1 PEX4 [Nakaseomyces glabratus]	"YGR133W PEX4 SGDID_S000003365_ Chr VII from 756896-757447_ Genome Release 64-5-1_ Verified ORF_ ""Peroxisomal ubiquitin conjugating enzyme; required for peroxisomal matrix protein import and peroxisome biogenesis"""
OG0000117	QNG13242.1 uncharacterized protein GWK60_E04455 [Nakaseomyces glabratus]	"YBR082C UBC4 SGDID_S000000286_ Chr II from 407027-406628_407169-407123_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Ubiquitin-conjugating enzyme _E2_; key E2 partner with Ubc1p for the anaphase-promoting complex _APC_; mediates degradation of abnormal or excess proteins_ including calmodulin and histone H3; regulates levels of DNA Polymerase-{alpha} to promote efficient and accurate DNA replication; interacts with many SCF ubiquitin protein ligases; component of the cellular stress response; UBC4 has a paralog_ UBC5_ that arose from the whole genome duplication"", YDR059C UBC5 SGDID_S000002466_ Chr IV from 569633-569234_569770-569724_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Ubiquitin-conjugating enzyme; mediates selective degradation of short-lived_ abnormal_ or excess proteins_ including histone H3; central component of the cellular stress response; expression is heat inducible; protein abundance increases in response to DNA replication stress; UBC5 has a paralog_ UBC4_ that arose from the whole genome duplication"""
OG0000118	QNG13195.1 TPO1_2 [Nakaseomyces glabratus], QNG13871.1 TPO1_1 [Nakaseomyces glabratus]	"YLL028W TPO1 SGDID_S000003951_ Chr XII from 84804-86564_ Genome Release 64-5-1_ Verified ORF_ ""Polyamine transporter of the major facilitator superfamily; member of the 12-spanner drug_H_+_ antiporter DHA1 family; recognizes spermine_ putrescine_ and spermidine; catalyzes uptake of polyamines at alkaline pH and excretion at acidic pH; during oxidative stress exports spermine_ spermidine from the cell_ which controls timing of expression of stress-responsive genes; phosphorylation enhances activity and sorting to the plasma membrane"""
OG0000119	QNG14994.1 FCY2 [Nakaseomyces glabratus]	"YER060W FCY21 SGDID_S000000862_ Chr V from 274567-276153_ Genome Release 64-5-1_ Verified ORF_ ""Putative purine-cytosine permease; very similar to Fcy2p but cannot substitute for its function"", YER056C FCY2 SGDID_S000000858_ Chr V from 268113-266512_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Purine-cytosine permease; mediates purine _adenine_ guanine_ and hypoxanthine_ and cytosine accumulation; relative distribution to the vacuole increases upon DNA replication stress"", YER060W-A FCY22 SGDID_S000002958_ Chr V from 276572-278164_ Genome Release 64-5-1_ Verified ORF_ ""Putative purine-cytosine permease; very similar to Fcy2p but cannot substitute for its function"""
OG0000121	QNG15462.1 uncharacterized protein GWK60_K01507 [Nakaseomyces glabratus]	"YDL025C RTK1 SGDID_S000002183_ Chr IV from 407206-405344_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Putative protein kinase_ potentially phosphorylated by Cdc28p; interacts with ribosome biogenesis factors_ Cka2_ Gus1 and Arc1; protein abundance increases in response to DNA replication stress"""
OG0000121	QNG13472.1 uncharacterized protein GWK60_F03399 [Nakaseomyces glabratus], QNG12641.1 uncharacterized protein GWK60_C02519 [Nakaseomyces glabratus]	"YOR267C HRK1 SGDID_S000005793_ Chr XV from 824867-822588_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Protein kinase; implicated in activation of the plasma membrane H_+_-ATPase Pma1p in response to glucose metabolism and under acetic acid stress; plays a role in ion homeostasis; maintains pH homeostasis and modulates plasma membrane potential under acetic acid stress; protein abundance increases in response to DNA replication stress"""
OG0000122	QNG15641.1 uncharacterized protein GWK60_K05555 [Nakaseomyces glabratus]	"YDR507C GIN4 SGDID_S000002915_ Chr IV from 1465786-1462358_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Protein kinase involved in bud growth and assembly of the septin ring; proposed to have kinase-dependent and kinase-independent activities; negatively regulates Fpk1p kinase that stimulates phospholipid flippases Dnf1p and Dnf2p; undergoes autophosphorylation; similar to Hsl1p; GIN4 has a paralog_ KCC4_ that arose from the whole genome duplication"""
OG0000122	QNG15761.1 uncharacterized protein GWK60_K08327 [Nakaseomyces glabratus]	"YKL101W HSL1 SGDID_S000001584_ Chr XI from 248920-253476_ Genome Release 64-5-1_ Verified ORF_ ""Nim1p-related protein kinase; septin-binding kinase that localizes to the bud neck septin ring and regulates the morphogenesis checkpoint; phosphorylates Hsl7p and cooperates with Elm1p to recruit Hsl7p to the mother-bud neck_ as a prerequisite for the subsequent recruitment_ phosphorylation_ and degradation of Swe1p; autophosphorylation enhances interactions with Hsl7p"""
OG0000123	QNG12626.1 uncharacterized protein GWK60_C02189 [Nakaseomyces glabratus]	"YLR397C AFG2 SGDID_S000004389_ Chr XII from 914892-912550_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""ATPase of the CDC48/PAS1/SEC18 _AAA_ family_ forms a hexameric complex; is essential for pre-60S maturation and release of several preribosome maturation factors; releases Rlp24p from purified pre-60S particles in vitro; target of the ribosomal biosynthesis inhibitor diazaborine; may be involved in degradation of aberrant mRNAs"""
OG0000123	QNG15278.1 CDC48 [Nakaseomyces glabratus]	"YDL126C CDC48 SGDID_S000002284_ Chr IV from 238664-236157_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""AAA ATPase with protein-unfoldase activity; subunit of polyUb-selective segregase complex involved in ERAD_ INM-associated degradation _INMAD__ mitotic spindle disassembly_ macroautophagy_ PMN_ ribosome-associated degradation_ ribophagy_ homotypic ER membrane fusion_ SCF complex disassembly_ cell wall integrity_ and telomerase regulation; mobilizes membrane-anchored transcription factors by regulated Ub/proteasome-dependent processing _RUP_; human ortholog VCP complements a cdc48 mutant"""
OG0000124	QNG16519.1 LSP1 [Nakaseomyces glabratus]	"YPL004C LSP1 SGDID_S000005925_ Chr XVI from 551657-550632_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Eisosome core component; eisosomes are large immobile patch structures at the cell cortex associated with endocytosis; phosphorylated on Thr233 upon Pkc1p hyperactivation in a Slt2p MAPK-dependent fashion; null mutants show activation of Pkc1p/Ypk1p stress resistance pathways; member of the BAR domain family"""
OG0000124	QNG13774.1 uncharacterized protein GWK60_G01595 [Nakaseomyces glabratus], QNG13828.1 PIL1 [Nakaseomyces glabratus]	"YGR086C PIL1 SGDID_S000003318_ Chr VII from 650617-649598_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Eisosome core component involved in endocytosis; mitochondria phosphoprotein that localizes to the outer membrane and is involved in maintaining mitochondrial morphology and mitophagy; phosphorylated _T233_ upon Pkc1p hyperactivation in a Slt2p MAPK-dependent fashion; null mutant shows activation of Pkc1p/Ypk1p stress resistance pathways; BAR domain family member; protein increases in abundance and relocalizes from the plasma membrane to cytoplasm upon DNA replication stress"""
OG0000125	QNG15905.1 uncharacterized protein GWK60_K11671 [Nakaseomyces glabratus]	"YDR034C LYS14 SGDID_S000002441_ Chr IV from 512109-509737_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Transcriptional activator involved in regulating lysine biosynthesis; involved in the regulation of genes of the lysine biosynthesis pathway; requires 2-aminoadipate semialdehyde as co-inducer"""
OG0000126	QNG13656.1 PFK1 [Nakaseomyces glabratus]	"YGR240C PFK1 SGDID_S000003472_ Chr VII from 973734-970771_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Alpha subunit of heterooctameric phosphofructokinase; involved in glycolysis_ indispensable for anaerobic growth_ activated by fructose-2_6-bisphosphate and AMP_ mutation inhibits glucose induction of cell cycle-related genes"""
OG0000126	QNG16592.1 PFK2 [Nakaseomyces glabratus]	"YMR205C PFK2 SGDID_S000004818_ Chr XIII from 674766-671887_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Beta subunit of heterooctameric phosphofructokinase; involved in glycolysis; indispensable for anaerobic growth; activated by fructose-2_6-bisphosphate and AMP; mutation inhibits glucose induction of cell cycle-related genes"""
OG0000127	QNG15505.1 uncharacterized protein GWK60_K02497 [Nakaseomyces glabratus], QNG15810.1 uncharacterized protein GWK60_K09471 [Nakaseomyces glabratus]	"YNL134C YNL134C SGDID_S000005078_ Chr XIV from 373581-372451_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""NADH-dependent aldehyde reductase; involved in detoxification of furfural; expression is up-regulated in the presence of furfural and 5-hydroxymethylfurfural_ which are compounds generated during lignocellulosic biomass pre-treatment; green fluorescent protein _GFP_-fusion protein localizes to both the cytoplasm and nucleus; protein abundance increases in response to DNA replication stress"", YCR102C YCR102C SGDID_S000000699_ Chr III from 305467-304361_ Genome Release 64-5-1_ reverse complement_ Uncharacterized ORF_ ""Putative quinone oxidoreductase; overexpression improves ethanol production and acid stress resistance; involved in copper metabolism; similar to Cochliobolus carbonum toxD gene"", YLR460C YLR460C SGDID_S000004452_ Chr XII from 1060887-1059757_ Genome Release 64-5-1_ reverse complement_ Uncharacterized ORF_ ""Member of the quinone oxidoreductase family; up-regulated in response to the fungicide mancozeb; possibly up-regulated by iodine"""
OG0000128	QNG14811.1 uncharacterized protein GWK60_I04785 [Nakaseomyces glabratus]	"YBR263W SHM1 SGDID_S000000467_ Chr II from 736264-737736_ Genome Release 64-5-1_ Verified ORF_ ""Mitochondrial serine hydroxymethyltransferase; converts serine to glycine plus 5_10 methylenetetrahydrofolate; involved in generating precursors for purine_ pyrimidine_ amino acid_ and lipid biosynthesis; reverse reaction generates serine"""
OG0000128	QNG13390.1 uncharacterized protein GWK60_F01507 [Nakaseomyces glabratus]	"YLR058C SHM2 SGDID_S000004048_ Chr XII from 259401-257992_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Cytosolic serine hydroxymethyltransferase; converts serine to glycine plus 5_10 methylenetetrahydrofolate; major isoform involved in generating precursors for purine_ pyrimidine_ amino acid_ and lipid biosynthesis"""
OG0000129	QNG12500.1 uncharacterized protein GWK60_B04301 [Nakaseomyces glabratus]	"YBR021W FUR4 SGDID_S000000225_ Chr II from 281443-283344_ Genome Release 64-5-1_ Verified ORF_ ""Plasma membrane localized uracil permease; expression is tightly regulated by uracil levels and environmental cues; conformational alterations induced by unfolding or substrate binding result in Rsp5p-mediated ubiquitination and degradation"", YIR028W DAL4 SGDID_S000001467_ Chr IX from 408468-410375_ Genome Release 64-5-1_ Verified ORF_ ""Allantoin permease; expression sensitive to nitrogen catabolite repression and induced by allophanate_ an intermediate in allantoin degradation"""
OG0000129	QNG13505.1 uncharacterized protein GWK60_F04125 [Nakaseomyces glabratus]	"YBL042C FUI1 SGDID_S000000138_ Chr II from 140260-138341_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""High affinity uridine permease_ localizes to the plasma membrane; also mediates low but significant transport of the cytotoxic nucleoside analog 5-fluorouridine; not involved in uracil transport; relative distribution to the vacuole increases upon DNA replication stress"""
OG0000130	QNG13316.1 uncharacterized protein GWK60_E06105 [Nakaseomyces glabratus]	"YKL146W AVT3 SGDID_S000001629_ Chr XI from 171783-173861_ Genome Release 64-5-1_ Verified ORF_ ""Vacuolar transporter; exports large neutral amino acids from vacuole; targeted to vacuole via AP-3 pathway; member of family of seven S. cerevisiae genes _AVT1-7_ related to vesicular GABA-glycine transporters"""
OG0000130	QNG12501.1 uncharacterized protein GWK60_B04323 [Nakaseomyces glabratus], QNG13983.1 uncharacterized protein GWK60_G06369 [Nakaseomyces glabratus]	"YNL101W AVT4 SGDID_S000005045_ Chr XIV from 434999-437140_ Genome Release 64-5-1_ Verified ORF_ ""Vacuolar transporter; exports large neutral amino acids from the vacuole; member of a family of seven S. cerevisiae genes _AVT1-7_ related to vesicular GABA-glycine transporters; localizes to sites of contact between the vacuole and mitochondria _vCLAMPs_"""
OG0000131	QNG12170.1 MIG1 [Nakaseomyces glabratus]	"YGL035C MIG1 SGDID_S000003003_ Chr VII from 433062-431548_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Transcription factor involved in glucose repression; sequence specific DNA binding protein containing two Cys2His2 zinc finger motifs; regulated by the SNF1 kinase and the GLC7 phosphatase; regulates filamentous growth along with Mig2p in response to glucose depletion; activated in stochastic pulses of nuclear localization_ shuttling between cytosol and nucleus depending on external glucose levels and its phosphorylation state"""
OG0000131	QNG15797.1 uncharacterized protein GWK60_K09163 [Nakaseomyces glabratus], QNG12623.1 uncharacterized protein GWK60_C02123 [Nakaseomyces glabratus]	"YER028C MIG3 SGDID_S000000830_ Chr V from 211876-210692_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Transcriptional regulator; partially nonfunctional in S288C strains but has a major role in catabolite repression and ethanol response in some other strains; involved in response to toxic agents; phosphorylation by Snf1p or the Mec1p pathway inactivates Mig3p_ allowing induction of damage response genes"", YGL209W MIG2 SGDID_S000003177_ Chr VII from 95858-97006_ Genome Release 64-5-1_ Verified ORF_ ""Zinc finger transcriptional repressor; cooperates with Mig1p in glucose-induced gene repression; under low glucose conditions relocalizes to mitochondrion_ where it interacts with Ups1p_ antagonizes mitochondrial fission factor Dnm1p_ indicative of a role in mitochondrial fusion or regulating morphology; regulates filamentous growth in response to glucose depletion; activated in stochastic pulses of nuclear localization in response to low glucose"""
OG0000132	QNG15753.1 RHO4 [Nakaseomyces glabratus]	"YKR055W RHO4 SGDID_S000001763_ Chr XI from 548216-549091_ Genome Release 64-5-1_ Verified ORF_ ""Non-essential small GTPase; member of the Rho/Rac subfamily of Ras-like proteins; likely to be involved in the establishment of cell polarity; has long N-terminal extension that plays an important role in Rho4p function and is shared with Rho4 homologs in other yeasts and filamentous fungi"""
OG0000132	QNG14777.1 RHO1 [Nakaseomyces glabratus]	"YPR165W RHO1 SGDID_S000006369_ Chr XVI from 875368-875997_ Genome Release 64-5-1_ Verified ORF_ ""GTP-binding protein of the rho subfamily of Ras-like small GTPases; involved in establishment of cell polarity; regulates protein kinase C _Pkc1p_; positive regulatory subunit of the 1_3-beta-D-glucan synthase complex_ activating 1_3-beta-glucan synthase _Fks1p and Gsc2p__ an enzyme involved in cell wall biosynthesis"""
OG0000133	QNG12264.1 uncharacterized protein GWK60_A03619 [Nakaseomyces glabratus]	"YGL205W POX1 SGDID_S000003173_ Chr VII from 108158-110404_ Genome Release 64-5-1_ Verified ORF_ ""Fatty-acyl coenzyme A oxidase; involved in the fatty acid beta-oxidation pathway; localized to the peroxisomal matrix; component of a light sensing pathway_ converting light into a hydrogen peroxide signal_ modulating nucleo-cytoplasmic shuttling of stress-responsive transcription factor_ Msn2p"""
OG0000134	QNG12606.1 uncharacterized protein GWK60_C01749 [Nakaseomyces glabratus]	"YFR040W SAP155 SGDID_S000001936_ Chr VI from 234242-237250_ Genome Release 64-5-1_ Verified ORF_ ""Protein required for function of the Sit4p protein phosphatase; forms a complex with Sit4p; member of a family of similar proteins including Sap4p_ Sap185p_ and Sap190p; protein abundance increases in response to DNA replication stress; SAP155 has a paralog_ SAP4_ that arose from the whole genome duplication"""
OG0000134	QNG16461.1 uncharacterized protein GWK60_L11649 [Nakaseomyces glabratus]	"YJL098W SAP185 SGDID_S000003634_ Chr X from 242082-245258_ Genome Release 64-5-1_ Verified ORF_ ""Protein that forms a complex with the Sit4p protein phosphatase; required for Sit4p function; member of a family of similar proteins including Sap4p_ Sap155p_ and Sap190p; SAP185 has a paralog_ SAP190_ that arose from the whole genome duplication"", YKR028W SAP190 SGDID_S000001736_ Chr XI from 494257-497358_ Genome Release 64-5-1_ Verified ORF_ ""Protein that forms a complex with the Sit4p protein phosphatase; required for Sit4p function; member of a family of similar proteins including Sap4p_ Sap155p_ and Sap185p; SAP190 has a paralog_ SAP185_ that arose from the whole genome duplication"""
OG0000135	QNG15940.1 uncharacterized protein GWK60_K12463 [Nakaseomyces glabratus]	"YFL040W YFL040W SGDID_S000001854_ Chr VI from 51350-52972_ Genome Release 64-5-1_ Uncharacterized ORF_ ""Putative transporter; member of the sugar porter family; YFL040W is not an essential gene; may have a role in intracellular sterol transport"""
OG0000136	QNG14634.1 uncharacterized protein GWK60_I00627 [Nakaseomyces glabratus]	"YIL035C CKA1 SGDID_S000001297_ Chr IX from 288908-287790_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Alpha catalytic subunit of casein kinase 2 _CK2_; a Ser/Thr protein kinase with roles in cell growth and proliferation; CK2_ comprised of CKA1_ CKA2_ CKB1 and CKB2_ has many substrates including transcription factors and all RNA polymerases; regulates Fkh1p-mediated donor preference during mating-type switching"""
OG0000136	QNG13788.1 CKA2 [Nakaseomyces glabratus]	"YOR061W CKA2 SGDID_S000005587_ Chr XV from 441534-442553_ Genome Release 64-5-1_ Verified ORF_ ""Alpha' catalytic subunit of casein kinase 2 _CK2_; CK2 is a Ser/Thr protein kinase with roles in cell growth and proliferation; CK2_ comprised of CKA1_ CKA2_ CKB1 and CKB2_ has many substrates including transcription factors and all RNA polymerases; protein abundance increases in response to DNA replication stress; regulates Fkh1p-mediated donor preference during mating-type switching"""
OG0000137	QNG16659.1 uncharacterized protein GWK60_L16247 [Nakaseomyces glabratus]	"YLR090W XDJ1 SGDID_S000004080_ Chr XII from 320701-322080_ Genome Release 64-5-1_ Verified ORF_ ""Chaperone with a role in facilitating mitochondrial protein import; ascomycete-specific member of the DnaJ-like family_ closely related to Ydj1p; predicted to be C-terminally prenylated; the authentic_ non-tagged protein is detected in highly purified mitochondria in high-throughput studies"""
OG0000137	QNG15305.1 YDJ1 [Nakaseomyces glabratus]	"YNL064C YDJ1 SGDID_S000005008_ Chr XIV from 507097-505868_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Type I HSP40 co-chaperone; involved in regulation of HSP90 and HSP70 functions; acts as an adaptor that helps Rsp5p recognize cytosolic misfolded proteins for ubiquitination after heat shock; critical for determining cell size at Start as a function of growth rate; involved in protein translocation across membranes; member of the DnaJ family; chimeric protein in which human p58IPK J domain replaces yeast Ydj1p J domain can complement yeast ydj1 mutant"""
OG0000138	QNG14646.1 uncharacterized protein GWK60_I00935 [Nakaseomyces glabratus]	"YBL068W PRS4 SGDID_S000000164_ Chr II from 92414-93394_ Genome Release 64-5-1_ Verified ORF_ ""5-phospho-ribosyl-1_alpha_-pyrophosphate synthetase_ synthesizes PRPP; which is required for nucleotide_ histidine_ and tryptophan biosynthesis; one of five related enzymes_ which are active as heteromultimeric complexes; PRS4 has a paralog_ PRS2_ that arose from the whole genome duplication; a missense mutation in the conserved residue R196 of its human homolog PRPS1 is pathogenic"", YER099C PRS2 SGDID_S000000901_ Chr V from 359061-358105_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""5-phospho-ribosyl-1_alpha_-pyrophosphate synthetase; synthesizes PRPP_ which is required for nucleotide_ histidine_ and tryptophan biosynthesis; one of five related enzymes_ which are active as heteromultimeric complexes; PRS2 has a paralog_ PRS4_ that arose from the whole genome duplication"""
OG0000138	QNG15501.1 uncharacterized protein GWK60_K02387 [Nakaseomyces glabratus]	"YHL011C PRS3 SGDID_S000001003_ Chr VIII from 81616-80654_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""5-phospho-ribosyl-1_alpha_-pyrophosphate synthetase; synthesizes PRPP_ which is required for nucleotide_ histidine_ and tryptophan biosynthesis; one of five related enzymes_ which are active as heteromultimeric complexes"""
OG0000139	QNG16415.1 uncharacterized protein GWK60_L10637 [Nakaseomyces glabratus]	"YOR162C YRR1 SGDID_S000005688_ Chr XV from 641992-639560_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Zn2-Cys6 zinc-finger transcription factor; activates genes involved in multidrug resistance; paralog of Yrm1p_ acting on an overlapping set of target genes; YRR1 has a paralog_ PDR8_ that arose from the whole genome duplication"""
OG0000139	QNG16423.1 uncharacterized protein GWK60_L10813 [Nakaseomyces glabratus]	"YOR172W YRM1 SGDID_S000005698_ Chr XV from 654210-656570_ Genome Release 64-5-1_ Verified ORF_ ""Zinc finger transcription factor involved in multidrug resistance; Zn_2_-Cys_6_ zinc finger transcription factor; activates genes involved in multidrug resistance; paralog of Yrr1p_ acting on an overlapping set of target genes"""
OG0000140	QNG14085.1 uncharacterized protein GWK60_G08657 [Nakaseomyces glabratus]	"YFR012W DCV1 SGDID_S000001908_ Chr VI from 167888-168496_ Genome Release 64-5-1_ Verified ORF_ ""Protein of unknown function; deletion mutant shows strong genetic interaction with cdc28-as1 mutant in the presence of 1-NM-PP1; DCV1 has a paralog_ YOL019W_ that arose from the whole genome duplication"", YOL019W TOS7 SGDID_S000005379_ Chr XV from 288898-290553_ Genome Release 64-5-1_ Verified ORF_ ""Protein involved in secretion and cell wall organization; localizes to plasma membrane microdomains called MCCs _membrane compartment occupied by Can1_; GFP-fusion protein localizes to the cell periphery and vacuole; Sur7/PalI family transmembrane domain _TMD_ containing protein; TOS7 has a paralog_ DCV1_ that arose from the whole genome duplication"""
OG0000140	QNG13590.1 uncharacterized protein GWK60_F06105 [Nakaseomyces glabratus]	"YMR063W RIM9 SGDID_S000004667_ Chr XIII from 397077-397796_ Genome Release 64-5-1_ Verified ORF_ ""Plasma membrane protein of unknown function; involved in the proteolytic activation of Rim101p in response to alkaline pH; interacts with Rim21p and Dfg16p to form a pH-sensing complex in the Rim101 pathway and is required to maintain Rim21p levels; has similarity to A. nidulans PalI;"""
OG0000141	QNG16777.1 uncharacterized protein GWK60_M01595 [Nakaseomyces glabratus]	"YGR204W ADE3 SGDID_S000003436_ Chr VII from 905934-908774_ Genome Release 64-5-1_ Verified ORF_ ""Cytoplasmic trifunctional enzyme; catalyzes sequential reactions 10-formyl-THF synthetase _EC 6.3.4.3__ 5_10-methenyl-THF cyclohydrolase _EC 3.5.4.9__ and 5_10-methylene-THF dehydrogenase _EC 1.5.1.5__ to supply forms of activated one-carbon units required for biosynthesis of purines_ histidine_ methionine_ pantothenic acid_ the formyl group of mitochondrial fMet-tRNAfMet_ and the methyl group of thymidylate; null mutation causes auxotrophy for adenine and histidine in rich medium"", YBR084W MIS1 SGDID_S000000288_ Chr II from 411054-413981_ Genome Release 64-5-1_ Verified ORF_ ""Mitochondrial C1-tetrahydrofolate synthase; involved in interconversion between different oxidation states of tetrahydrofolate _THF_; provides activities of formyl-THF synthetase_ methenyl-THF cyclohydrolase_ and methylene-THF dehydrogenase"""
OG0000142	QNG12265.1 uncharacterized protein GWK60_A03663 [Nakaseomyces glabratus]	"YOR297C TIM18 SGDID_S000005823_ Chr XV from 875321-874743_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Component of the mitochondrial TIM22 complex; involved in insertion of polytopic proteins into the inner membrane; may mediate assembly or stability of the complex"""
OG0000142	QNG13564.1 uncharacterized protein GWK60_F05467 [Nakaseomyces glabratus]	"YLR164W SHH4 SGDID_S000004154_ Chr XII from 493883-494389_ Genome Release 64-5-1_ Verified ORF_ ""Putative alternate subunit of succinate dehydrogenase _SDH_; mitochondrial inner membrane protein; genetic interaction with SDH4 suggests that Shh4p can function as a functional SDH subunit; a fraction copurifies with SDH subunit Sdh3p; expression induced by nitrogen limitation in a GLN3_ GAT1-dependent manner; Shh4p has greater similarity to human SDHD _subunit D of SDH_ implicated in paraganglioma_ than does its paralog Sdh4p"", YDR178W SDH4 SGDID_S000002585_ Chr IV from 817950-818495_ Genome Release 64-5-1_ Verified ORF_ ""Membrane anchor subunit of succinate dehydrogenase _SDH_; involved in coupling the oxidation of succinate to the transfer of electrons to ubiquinone as part of the TCA cycle and the mitochondrial respiratory chain; has similarity to human SDH subunit D _SDHD__ which is implicated in paraganglioma"""
OG0000143	QNG17073.1 uncharacterized protein GWK60_M08349 [Nakaseomyces glabratus]	"YJL164C TPK1 SGDID_S000003700_ Chr X from 111159-109966_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""cAMP-dependent protein kinase catalytic subunit; role in nutrient-stimulated growth via Ras-cAMP signaling; inhibited by regulatory subunit Bcy1p in cAMPs absence; phosphorylates and inhibits Whi3p to promote G1/S phase passage; phosphorylates Nej1p to regulate nonhomologous end joining _NHEJ_; impairs mitochondrial import of pre-Tom40p via phosphorylation under non-respiratory conditions; partially redundant with Tpk2p and Tpk3p; human homolog PRKACB regulates NHEJ via NHEJ1 phosphorylation"", YKL166C TPK3 SGDID_S000001649_ Chr XI from 135705-134509_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""cAMP-dependent protein kinase catalytic subunit; promotes vegetative growth in response to nutrients via the Ras-cAMP signaling pathway; partially redundant with Tpk1p and Tpk2p; localizes to P-bodies during stationary phase; TPK3 has a paralog_ TPK1_ that arose from the whole genome duplication"""
